vocabulary size: 226
n tunes: 4083
n train tunes: 3891.0
n validation tunes: 192.0
7802/10943 (epoch 64.164) train_loss=355.16400146 time/batch=0.94s
7803/10943 (epoch 64.173) train_loss=144.63163757 time/batch=0.46s
7804/10943 (epoch 64.181) train_loss=389.50408936 time/batch=0.93s
7805/10943 (epoch 64.189) train_loss=188.77320862 time/batch=0.58s
7806/10943 (epoch 64.197) train_loss=165.04776001 time/batch=0.47s
7807/10943 (epoch 64.206) train_loss=342.95089722 time/batch=0.92s
7808/10943 (epoch 64.214) train_loss=326.04925537 time/batch=0.92s
7809/10943 (epoch 64.222) train_loss=516.42749023 time/batch=1.31s
7810/10943 (epoch 64.230) train_loss=413.36212158 time/batch=1.17s
7811/10943 (epoch 64.238) train_loss=147.24557495 time/batch=0.48s
7812/10943 (epoch 64.247) train_loss=266.84710693 time/batch=0.71s
7813/10943 (epoch 64.255) train_loss=402.01684570 time/batch=1.03s
7814/10943 (epoch 64.263) train_loss=218.18865967 time/batch=0.64s
7815/10943 (epoch 64.271) train_loss=100.05490875 time/batch=0.30s
7816/10943 (epoch 64.280) train_loss=479.28137207 time/batch=1.19s
7817/10943 (epoch 64.288) train_loss=309.82342529 time/batch=0.90s
7818/10943 (epoch 64.296) train_loss=421.69711304 time/batch=1.18s
7819/10943 (epoch 64.304) train_loss=269.02053833 time/batch=0.85s
7820/10943 (epoch 64.313) train_loss=232.97236633 time/batch=0.66s
7821/10943 (epoch 64.321) train_loss=449.65972900 time/batch=1.28s
7822/10943 (epoch 64.329) train_loss=362.67169189 time/batch=1.05s
7823/10943 (epoch 64.337) train_loss=184.75875854 time/batch=0.58s
7824/10943 (epoch 64.345) train_loss=226.59295654 time/batch=0.66s
7825/10943 (epoch 64.354) train_loss=344.55169678 time/batch=0.92s
7826/10943 (epoch 64.362) train_loss=454.55847168 time/batch=1.20s
7827/10943 (epoch 64.370) train_loss=135.34762573 time/batch=0.45s
7828/10943 (epoch 64.378) train_loss=268.89880371 time/batch=0.74s
7829/10943 (epoch 64.387) train_loss=349.41778564 time/batch=0.96s
7830/10943 (epoch 64.395) train_loss=397.15997314 time/batch=1.12s
7831/10943 (epoch 64.403) train_loss=131.01701355 time/batch=0.43s
7832/10943 (epoch 64.411) train_loss=290.84933472 time/batch=0.78s
7833/10943 (epoch 64.419) train_loss=141.20333862 time/batch=0.42s
7834/10943 (epoch 64.428) train_loss=251.62808228 time/batch=0.68s
7835/10943 (epoch 64.436) train_loss=156.22445679 time/batch=0.46s
7836/10943 (epoch 64.444) train_loss=292.24041748 time/batch=0.79s
7837/10943 (epoch 64.452) train_loss=337.64666748 time/batch=0.97s
7838/10943 (epoch 64.461) train_loss=277.47296143 time/batch=0.83s
7839/10943 (epoch 64.469) train_loss=208.53637695 time/batch=0.60s
7840/10943 (epoch 64.477) train_loss=189.11007690 time/batch=0.55s
7841/10943 (epoch 64.485) train_loss=108.85272980 time/batch=0.31s
7842/10943 (epoch 64.493) train_loss=204.52272034 time/batch=0.54s
7843/10943 (epoch 64.502) train_loss=126.17579651 time/batch=0.37s
7844/10943 (epoch 64.510) train_loss=136.48094177 time/batch=0.40s
7845/10943 (epoch 64.518) train_loss=209.34313965 time/batch=0.59s
7846/10943 (epoch 64.526) train_loss=410.27273560 time/batch=1.10s
7847/10943 (epoch 64.535) train_loss=177.00428772 time/batch=0.58s
7848/10943 (epoch 64.543) train_loss=288.50762939 time/batch=0.80s
7849/10943 (epoch 64.551) train_loss=167.42735291 time/batch=0.52s
7850/10943 (epoch 64.559) train_loss=243.91812134 time/batch=0.67s
7851/10943 (epoch 64.567) train_loss=265.67077637 time/batch=0.79s
7852/10943 (epoch 64.576) train_loss=274.89233398 time/batch=0.79s
7853/10943 (epoch 64.584) train_loss=300.30053711 time/batch=0.85s
7854/10943 (epoch 64.592) train_loss=213.00036621 time/batch=0.63s
7855/10943 (epoch 64.600) train_loss=103.10078430 time/batch=0.33s
7856/10943 (epoch 64.609) train_loss=232.20129395 time/batch=0.60s
7857/10943 (epoch 64.617) train_loss=297.40527344 time/batch=0.82s
7858/10943 (epoch 64.625) train_loss=324.76132202 time/batch=1.01s
7859/10943 (epoch 64.633) train_loss=174.55767822 time/batch=0.53s
7860/10943 (epoch 64.641) train_loss=265.70895386 time/batch=0.74s
7861/10943 (epoch 64.650) train_loss=291.87603760 time/batch=0.86s
7862/10943 (epoch 64.658) train_loss=253.55682373 time/batch=0.74s
7863/10943 (epoch 64.666) train_loss=422.03039551 time/batch=1.41s
7864/10943 (epoch 64.674) train_loss=185.76367188 time/batch=0.60s
7865/10943 (epoch 64.683) train_loss=215.22885132 time/batch=0.62s
7866/10943 (epoch 64.691) train_loss=304.25338745 time/batch=0.85s
7867/10943 (epoch 64.699) train_loss=146.64514160 time/batch=0.48s
7868/10943 (epoch 64.707) train_loss=234.93310547 time/batch=0.63s
7869/10943 (epoch 64.715) train_loss=217.90722656 time/batch=0.61s
7870/10943 (epoch 64.724) train_loss=199.28170776 time/batch=0.59s
7871/10943 (epoch 64.732) train_loss=197.47427368 time/batch=0.58s
7872/10943 (epoch 64.740) train_loss=225.98120117 time/batch=0.64s
7873/10943 (epoch 64.748) train_loss=134.76216125 time/batch=0.46s
7874/10943 (epoch 64.757) train_loss=152.09875488 time/batch=0.44s
7875/10943 (epoch 64.765) train_loss=122.66892242 time/batch=0.45s
7876/10943 (epoch 64.773) train_loss=202.88665771 time/batch=0.59s
7877/10943 (epoch 64.781) train_loss=252.09721375 time/batch=0.70s
7878/10943 (epoch 64.790) train_loss=173.67160034 time/batch=0.54s
7879/10943 (epoch 64.798) train_loss=171.59606934 time/batch=0.49s
7880/10943 (epoch 64.806) train_loss=178.51840210 time/batch=0.49s
7881/10943 (epoch 64.814) train_loss=261.26174927 time/batch=0.71s
7882/10943 (epoch 64.822) train_loss=109.78261566 time/batch=0.36s
7883/10943 (epoch 64.831) train_loss=301.83410645 time/batch=0.82s
7884/10943 (epoch 64.839) train_loss=201.35058594 time/batch=0.62s
7885/10943 (epoch 64.847) train_loss=146.94772339 time/batch=0.51s
7886/10943 (epoch 64.855) train_loss=201.19989014 time/batch=0.59s
7887/10943 (epoch 64.864) train_loss=187.28567505 time/batch=0.53s
7888/10943 (epoch 64.872) train_loss=237.27636719 time/batch=0.65s
7889/10943 (epoch 64.880) train_loss=149.92054749 time/batch=0.56s
7890/10943 (epoch 64.888) train_loss=265.42767334 time/batch=0.71s
7891/10943 (epoch 64.896) train_loss=220.09579468 time/batch=0.67s
7892/10943 (epoch 64.905) train_loss=231.83882141 time/batch=0.67s
7893/10943 (epoch 64.913) train_loss=328.72772217 time/batch=0.99s
7894/10943 (epoch 64.921) train_loss=206.00473022 time/batch=0.64s
7895/10943 (epoch 64.929) train_loss=272.20043945 time/batch=0.84s
7896/10943 (epoch 64.938) train_loss=212.14126587 time/batch=0.69s
7897/10943 (epoch 64.946) train_loss=261.60122681 time/batch=0.71s
7898/10943 (epoch 64.954) train_loss=259.14868164 time/batch=0.86s
7899/10943 (epoch 64.962) train_loss=220.20611572 time/batch=0.70s
7900/10943 (epoch 64.970) train_loss=254.30596924 time/batch=0.70s
7901/10943 (epoch 64.979) train_loss=235.88507080 time/batch=0.73s
7902/10943 (epoch 64.987) train_loss=136.87408447 time/batch=0.43s
7903/10943 (epoch 64.995) train_loss=225.90277100 time/batch=0.63s
7904/10943 (epoch 65.003) train_loss=356.00939941 time/batch=1.01s
7905/10943 (epoch 65.012) train_loss=435.72741699 time/batch=1.25s
7906/10943 (epoch 65.020) train_loss=840.18530273 time/batch=3.11s
7907/10943 (epoch 65.028) train_loss=544.57360840 time/batch=1.60s
7908/10943 (epoch 65.036) train_loss=277.60751343 time/batch=0.88s
7909/10943 (epoch 65.044) train_loss=376.93756104 time/batch=1.02s
7910/10943 (epoch 65.053) train_loss=255.95137024 time/batch=0.81s
7911/10943 (epoch 65.061) train_loss=274.44311523 time/batch=0.83s
7912/10943 (epoch 65.069) train_loss=167.90423584 time/batch=0.54s
7913/10943 (epoch 65.077) train_loss=616.90826416 time/batch=1.63s
7914/10943 (epoch 65.086) train_loss=238.25729370 time/batch=0.82s
7915/10943 (epoch 65.094) train_loss=385.60095215 time/batch=1.10s
7916/10943 (epoch 65.102) train_loss=83.38346863 time/batch=0.34s
7917/10943 (epoch 65.110) train_loss=290.74279785 time/batch=0.78s
7918/10943 (epoch 65.118) train_loss=537.41021729 time/batch=1.54s
7919/10943 (epoch 65.127) train_loss=198.32223511 time/batch=0.69s
7920/10943 (epoch 65.135) train_loss=258.45861816 time/batch=0.75s
7921/10943 (epoch 65.143) train_loss=467.72720337 time/batch=1.37s
7922/10943 (epoch 65.151) train_loss=128.00714111 time/batch=0.45s
7923/10943 (epoch 65.160) train_loss=152.56175232 time/batch=0.44s
7924/10943 (epoch 65.168) train_loss=196.15972900 time/batch=0.60s
7925/10943 (epoch 65.176) train_loss=375.50335693 time/batch=1.05s
7926/10943 (epoch 65.184) train_loss=151.82865906 time/batch=0.49s
7927/10943 (epoch 65.192) train_loss=229.71282959 time/batch=0.67s
7928/10943 (epoch 65.201) train_loss=109.39297485 time/batch=0.34s
7929/10943 (epoch 65.209) train_loss=331.82766724 time/batch=0.91s
7930/10943 (epoch 65.217) train_loss=284.33218384 time/batch=0.87s
7931/10943 (epoch 65.225) train_loss=408.19293213 time/batch=1.16s
7932/10943 (epoch 65.234) train_loss=270.11309814 time/batch=0.82s
7933/10943 (epoch 65.242) train_loss=196.92604065 time/batch=0.61s
7934/10943 (epoch 65.250) train_loss=160.25250244 time/batch=0.48s
7935/10943 (epoch 65.258) train_loss=227.75073242 time/batch=0.62s
7936/10943 (epoch 65.267) train_loss=175.32461548 time/batch=0.52s
7937/10943 (epoch 65.275) train_loss=250.11401367 time/batch=0.70s
7938/10943 (epoch 65.283) train_loss=307.34732056 time/batch=0.90s
7939/10943 (epoch 65.291) train_loss=107.64501953 time/batch=0.35s
7940/10943 (epoch 65.299) train_loss=281.94338989 time/batch=0.80s
7941/10943 (epoch 65.308) train_loss=435.40930176 time/batch=1.20s
7942/10943 (epoch 65.316) train_loss=375.02716064 time/batch=1.02s
7943/10943 (epoch 65.324) train_loss=107.07620239 time/batch=0.38s
7944/10943 (epoch 65.332) train_loss=267.93981934 time/batch=0.74s
7945/10943 (epoch 65.341) train_loss=303.17169189 time/batch=0.91s
7946/10943 (epoch 65.349) train_loss=120.74339294 time/batch=0.40s
7947/10943 (epoch 65.357) train_loss=256.80453491 time/batch=0.77s
7948/10943 (epoch 65.365) train_loss=149.97747803 time/batch=0.49s
7949/10943 (epoch 65.373) train_loss=307.31323242 time/batch=0.88s
7950/10943 (epoch 65.382) train_loss=293.10491943 time/batch=0.89s
7951/10943 (epoch 65.390) train_loss=112.35862732 time/batch=0.39s
7952/10943 (epoch 65.398) train_loss=391.99462891 time/batch=1.04s
7953/10943 (epoch 65.406) train_loss=241.28106689 time/batch=0.73s
7954/10943 (epoch 65.415) train_loss=128.84692383 time/batch=0.41s
7955/10943 (epoch 65.423) train_loss=251.74998474 time/batch=0.66s
7956/10943 (epoch 65.431) train_loss=220.66729736 time/batch=0.68s
7957/10943 (epoch 65.439) train_loss=96.05838013 time/batch=0.31s
7958/10943 (epoch 65.447) train_loss=381.23095703 time/batch=1.03s
7959/10943 (epoch 65.456) train_loss=369.75012207 time/batch=1.15s
7960/10943 (epoch 65.464) train_loss=123.86528778 time/batch=0.44s
7961/10943 (epoch 65.472) train_loss=311.24887085 time/batch=0.88s
7962/10943 (epoch 65.480) train_loss=266.45083618 time/batch=0.78s
7963/10943 (epoch 65.489) train_loss=196.75463867 time/batch=0.61s
7964/10943 (epoch 65.497) train_loss=139.58435059 time/batch=0.45s
7965/10943 (epoch 65.505) train_loss=476.91668701 time/batch=1.38s
7966/10943 (epoch 65.513) train_loss=188.11727905 time/batch=0.65s
7967/10943 (epoch 65.521) train_loss=398.32980347 time/batch=1.21s
7968/10943 (epoch 65.530) train_loss=195.72341919 time/batch=0.65s
7969/10943 (epoch 65.538) train_loss=222.37808228 time/batch=0.66s
7970/10943 (epoch 65.546) train_loss=117.44824982 time/batch=0.38s
7971/10943 (epoch 65.554) train_loss=179.96421814 time/batch=0.53s
7972/10943 (epoch 65.563) train_loss=209.03225708 time/batch=0.63s
7973/10943 (epoch 65.571) train_loss=136.66941833 time/batch=0.41s
7974/10943 (epoch 65.579) train_loss=163.79574585 time/batch=0.47s
7975/10943 (epoch 65.587) train_loss=239.65570068 time/batch=0.72s
7976/10943 (epoch 65.595) train_loss=228.91845703 time/batch=0.70s
7977/10943 (epoch 65.604) train_loss=194.93395996 time/batch=0.60s
7978/10943 (epoch 65.612) train_loss=182.13465881 time/batch=0.55s
7979/10943 (epoch 65.620) train_loss=245.10867310 time/batch=0.68s
7980/10943 (epoch 65.628) train_loss=295.91360474 time/batch=0.85s
7981/10943 (epoch 65.637) train_loss=168.34812927 time/batch=0.56s
7982/10943 (epoch 65.645) train_loss=243.02418518 time/batch=0.69s
7983/10943 (epoch 65.653) train_loss=171.77934265 time/batch=0.54s
7984/10943 (epoch 65.661) train_loss=172.74649048 time/batch=0.50s
7985/10943 (epoch 65.669) train_loss=247.24638367 time/batch=0.71s
7986/10943 (epoch 65.678) train_loss=203.58457947 time/batch=0.62s
7987/10943 (epoch 65.686) train_loss=329.30950928 time/batch=0.92s
7988/10943 (epoch 65.694) train_loss=157.69879150 time/batch=0.52s
7989/10943 (epoch 65.702) train_loss=203.42395020 time/batch=0.60s
7990/10943 (epoch 65.711) train_loss=216.68447876 time/batch=0.62s
7991/10943 (epoch 65.719) train_loss=164.43176270 time/batch=0.49s
7992/10943 (epoch 65.727) train_loss=332.03045654 time/batch=0.94s
7993/10943 (epoch 65.735) train_loss=256.00750732 time/batch=0.82s
7994/10943 (epoch 65.744) train_loss=255.15176392 time/batch=0.80s
7995/10943 (epoch 65.752) train_loss=145.57946777 time/batch=0.47s
7996/10943 (epoch 65.760) train_loss=212.99462891 time/batch=0.62s
7997/10943 (epoch 65.768) train_loss=156.02703857 time/batch=0.49s
7998/10943 (epoch 65.776) train_loss=116.97046661 time/batch=0.37s
7999/10943 (epoch 65.785) train_loss=225.16806030 time/batch=0.64s
Validating
    loss:	263.239428

8000/10943 (epoch 65.793) train_loss=198.33203125 time/batch=2.45s
8001/10943 (epoch 65.801) train_loss=339.23645020 time/batch=0.97s
8002/10943 (epoch 65.809) train_loss=137.56100464 time/batch=0.43s
8003/10943 (epoch 65.818) train_loss=197.87243652 time/batch=0.55s
8004/10943 (epoch 65.826) train_loss=184.63223267 time/batch=0.52s
8005/10943 (epoch 65.834) train_loss=150.55335999 time/batch=0.53s
8006/10943 (epoch 65.842) train_loss=223.46682739 time/batch=0.66s
8007/10943 (epoch 65.850) train_loss=167.00543213 time/batch=0.56s
8008/10943 (epoch 65.859) train_loss=227.13415527 time/batch=0.63s
8009/10943 (epoch 65.867) train_loss=234.51062012 time/batch=0.67s
8010/10943 (epoch 65.875) train_loss=246.61393738 time/batch=0.74s
8011/10943 (epoch 65.883) train_loss=167.65919495 time/batch=0.60s
8012/10943 (epoch 65.892) train_loss=205.99966431 time/batch=0.61s
8013/10943 (epoch 65.900) train_loss=332.10491943 time/batch=0.94s
8014/10943 (epoch 65.908) train_loss=264.74047852 time/batch=0.83s
8015/10943 (epoch 65.916) train_loss=264.94940186 time/batch=0.77s
8016/10943 (epoch 65.924) train_loss=291.71377563 time/batch=0.85s
8017/10943 (epoch 65.933) train_loss=233.54589844 time/batch=0.75s
8018/10943 (epoch 65.941) train_loss=279.60888672 time/batch=0.81s
8019/10943 (epoch 65.949) train_loss=189.61099243 time/batch=0.62s
8020/10943 (epoch 65.957) train_loss=315.38247681 time/batch=0.92s
8021/10943 (epoch 65.966) train_loss=281.03814697 time/batch=0.84s
8022/10943 (epoch 65.974) train_loss=247.36978149 time/batch=0.83s
setting learning rate to 0.0029100
  saved to metadata/gru_no_dropout-9_nov_folkwiki-20181207-192453_epoch21.pkl
8023/10943 (epoch 65.982) train_loss=244.81776428 time/batch=0.86s
8024/10943 (epoch 65.990) train_loss=246.12307739 time/batch=0.81s
8025/10943 (epoch 65.998) train_loss=629.59301758 time/batch=1.76s
8026/10943 (epoch 66.007) train_loss=148.01995850 time/batch=0.59s
8027/10943 (epoch 66.015) train_loss=164.47444153 time/batch=0.51s
8028/10943 (epoch 66.023) train_loss=181.51419067 time/batch=0.55s
8029/10943 (epoch 66.031) train_loss=349.06161499 time/batch=0.96s
8030/10943 (epoch 66.040) train_loss=192.53341675 time/batch=0.63s
8031/10943 (epoch 66.048) train_loss=389.73699951 time/batch=1.11s
8032/10943 (epoch 66.056) train_loss=155.78906250 time/batch=0.55s
8033/10943 (epoch 66.064) train_loss=763.86206055 time/batch=3.03s
8034/10943 (epoch 66.072) train_loss=386.20843506 time/batch=1.28s
8035/10943 (epoch 66.081) train_loss=360.62609863 time/batch=1.05s
8036/10943 (epoch 66.089) train_loss=207.38821411 time/batch=0.67s
8037/10943 (epoch 66.097) train_loss=469.56558228 time/batch=1.34s
8038/10943 (epoch 66.105) train_loss=366.09143066 time/batch=1.14s
8039/10943 (epoch 66.114) train_loss=490.69909668 time/batch=1.51s
8040/10943 (epoch 66.122) train_loss=159.57257080 time/batch=0.59s
8041/10943 (epoch 66.130) train_loss=134.14395142 time/batch=0.39s
8042/10943 (epoch 66.138) train_loss=454.48275757 time/batch=1.24s
8043/10943 (epoch 66.146) train_loss=256.01461792 time/batch=0.82s
8044/10943 (epoch 66.155) train_loss=413.94836426 time/batch=1.17s
8045/10943 (epoch 66.163) train_loss=276.52911377 time/batch=0.89s
8046/10943 (epoch 66.171) train_loss=145.08447266 time/batch=0.46s
8047/10943 (epoch 66.179) train_loss=305.54223633 time/batch=0.86s
8048/10943 (epoch 66.188) train_loss=195.62165833 time/batch=0.63s
8049/10943 (epoch 66.196) train_loss=245.43061829 time/batch=0.75s
8050/10943 (epoch 66.204) train_loss=129.29049683 time/batch=0.43s
8051/10943 (epoch 66.212) train_loss=508.11532593 time/batch=1.44s
8052/10943 (epoch 66.221) train_loss=180.20004272 time/batch=0.66s
8053/10943 (epoch 66.229) train_loss=259.02038574 time/batch=0.75s
8054/10943 (epoch 66.237) train_loss=395.92285156 time/batch=1.14s
8055/10943 (epoch 66.245) train_loss=370.17526245 time/batch=1.10s
8056/10943 (epoch 66.253) train_loss=325.08963013 time/batch=0.98s
8057/10943 (epoch 66.262) train_loss=326.24645996 time/batch=0.93s
8058/10943 (epoch 66.270) train_loss=216.81710815 time/batch=0.64s
8059/10943 (epoch 66.278) train_loss=234.22218323 time/batch=0.70s
8060/10943 (epoch 66.286) train_loss=124.03668213 time/batch=0.39s
8061/10943 (epoch 66.295) train_loss=119.11721802 time/batch=0.34s
8062/10943 (epoch 66.303) train_loss=416.59063721 time/batch=1.11s
8063/10943 (epoch 66.311) train_loss=189.74920654 time/batch=0.64s
8064/10943 (epoch 66.319) train_loss=118.74442291 time/batch=0.36s
8065/10943 (epoch 66.327) train_loss=221.18307495 time/batch=0.62s
8066/10943 (epoch 66.336) train_loss=96.69606018 time/batch=0.32s
8067/10943 (epoch 66.344) train_loss=95.82676697 time/batch=0.28s
8068/10943 (epoch 66.352) train_loss=189.94197083 time/batch=0.54s
8069/10943 (epoch 66.360) train_loss=239.87701416 time/batch=0.68s
8070/10943 (epoch 66.369) train_loss=218.02616882 time/batch=0.65s
8071/10943 (epoch 66.377) train_loss=233.51782227 time/batch=0.71s
8072/10943 (epoch 66.385) train_loss=108.28150940 time/batch=0.35s
8073/10943 (epoch 66.393) train_loss=86.80344391 time/batch=0.26s
8074/10943 (epoch 66.401) train_loss=173.22595215 time/batch=0.48s
8075/10943 (epoch 66.410) train_loss=368.70465088 time/batch=1.00s
8076/10943 (epoch 66.418) train_loss=94.54203796 time/batch=0.36s
8077/10943 (epoch 66.426) train_loss=228.25482178 time/batch=0.61s
8078/10943 (epoch 66.434) train_loss=363.43600464 time/batch=1.04s
8079/10943 (epoch 66.443) train_loss=223.77764893 time/batch=0.70s
8080/10943 (epoch 66.451) train_loss=248.80914307 time/batch=0.73s
8081/10943 (epoch 66.459) train_loss=162.84793091 time/batch=0.50s
8082/10943 (epoch 66.467) train_loss=340.10980225 time/batch=0.93s
8083/10943 (epoch 66.475) train_loss=244.21754456 time/batch=0.77s
8084/10943 (epoch 66.484) train_loss=167.41989136 time/batch=0.52s
8085/10943 (epoch 66.492) train_loss=114.19060516 time/batch=0.33s
8086/10943 (epoch 66.500) train_loss=200.23492432 time/batch=0.57s
8087/10943 (epoch 66.508) train_loss=218.43370056 time/batch=0.64s
8088/10943 (epoch 66.517) train_loss=282.87429810 time/batch=0.80s
8089/10943 (epoch 66.525) train_loss=169.76959229 time/batch=0.56s
8090/10943 (epoch 66.533) train_loss=132.32005310 time/batch=0.41s
8091/10943 (epoch 66.541) train_loss=175.15475464 time/batch=0.47s
8092/10943 (epoch 66.549) train_loss=253.76690674 time/batch=0.73s
8093/10943 (epoch 66.558) train_loss=303.18029785 time/batch=0.88s
8094/10943 (epoch 66.566) train_loss=129.27410889 time/batch=0.44s
8095/10943 (epoch 66.574) train_loss=104.02352905 time/batch=0.30s
8096/10943 (epoch 66.582) train_loss=187.35935974 time/batch=0.52s
8097/10943 (epoch 66.591) train_loss=293.65515137 time/batch=0.84s
8098/10943 (epoch 66.599) train_loss=129.07833862 time/batch=0.44s
8099/10943 (epoch 66.607) train_loss=326.16043091 time/batch=0.88s
8100/10943 (epoch 66.615) train_loss=163.01808167 time/batch=0.52s
8101/10943 (epoch 66.623) train_loss=224.08195496 time/batch=0.64s
8102/10943 (epoch 66.632) train_loss=161.50866699 time/batch=0.47s
8103/10943 (epoch 66.640) train_loss=181.86505127 time/batch=0.53s
8104/10943 (epoch 66.648) train_loss=273.85800171 time/batch=0.79s
8105/10943 (epoch 66.656) train_loss=194.42005920 time/batch=0.60s
8106/10943 (epoch 66.665) train_loss=148.69206238 time/batch=0.44s
8107/10943 (epoch 66.673) train_loss=167.74586487 time/batch=0.48s
8108/10943 (epoch 66.681) train_loss=262.03381348 time/batch=0.77s
8109/10943 (epoch 66.689) train_loss=286.73852539 time/batch=0.84s
8110/10943 (epoch 66.698) train_loss=363.82525635 time/batch=1.07s
8111/10943 (epoch 66.706) train_loss=276.49584961 time/batch=0.79s
8112/10943 (epoch 66.714) train_loss=119.65727234 time/batch=0.37s
8113/10943 (epoch 66.722) train_loss=243.17314148 time/batch=0.66s
8114/10943 (epoch 66.730) train_loss=143.99978638 time/batch=0.47s
8115/10943 (epoch 66.739) train_loss=178.60781860 time/batch=0.50s
8116/10943 (epoch 66.747) train_loss=252.15505981 time/batch=0.76s
8117/10943 (epoch 66.755) train_loss=150.31459045 time/batch=0.48s
8118/10943 (epoch 66.763) train_loss=133.10935974 time/batch=0.52s
8119/10943 (epoch 66.772) train_loss=234.91003418 time/batch=0.67s
8120/10943 (epoch 66.780) train_loss=211.29852295 time/batch=0.63s
8121/10943 (epoch 66.788) train_loss=194.59683228 time/batch=0.55s
8122/10943 (epoch 66.796) train_loss=282.34811401 time/batch=0.81s
8123/10943 (epoch 66.804) train_loss=218.96847534 time/batch=0.65s
8124/10943 (epoch 66.813) train_loss=310.21563721 time/batch=0.90s
8125/10943 (epoch 66.821) train_loss=198.79129028 time/batch=0.63s
8126/10943 (epoch 66.829) train_loss=250.09591675 time/batch=0.67s
8127/10943 (epoch 66.837) train_loss=302.62500000 time/batch=0.85s
8128/10943 (epoch 66.846) train_loss=283.46813965 time/batch=0.82s
8129/10943 (epoch 66.854) train_loss=199.81983948 time/batch=0.61s
8130/10943 (epoch 66.862) train_loss=179.13388062 time/batch=0.57s
8131/10943 (epoch 66.870) train_loss=265.11291504 time/batch=0.77s
8132/10943 (epoch 66.878) train_loss=203.60847473 time/batch=0.60s
8133/10943 (epoch 66.887) train_loss=193.03338623 time/batch=0.60s
8134/10943 (epoch 66.895) train_loss=209.31268311 time/batch=0.62s
8135/10943 (epoch 66.903) train_loss=273.32006836 time/batch=0.80s
8136/10943 (epoch 66.911) train_loss=289.20056152 time/batch=0.84s
8137/10943 (epoch 66.920) train_loss=222.66545105 time/batch=0.71s
8138/10943 (epoch 66.928) train_loss=195.85270691 time/batch=0.64s
8139/10943 (epoch 66.936) train_loss=296.31091309 time/batch=0.85s
8140/10943 (epoch 66.944) train_loss=246.60374451 time/batch=0.75s
8141/10943 (epoch 66.952) train_loss=230.85295105 time/batch=0.67s
8142/10943 (epoch 66.961) train_loss=247.29425049 time/batch=0.74s
8143/10943 (epoch 66.969) train_loss=224.48323059 time/batch=0.70s
setting learning rate to 0.0028227
8144/10943 (epoch 66.977) train_loss=308.59075928 time/batch=0.92s
8145/10943 (epoch 66.985) train_loss=562.14642334 time/batch=1.57s
8146/10943 (epoch 66.994) train_loss=187.05880737 time/batch=0.65s
8147/10943 (epoch 67.002) train_loss=302.14550781 time/batch=0.86s
8148/10943 (epoch 67.010) train_loss=450.91101074 time/batch=1.31s
8149/10943 (epoch 67.018) train_loss=242.53594971 time/batch=0.85s
8150/10943 (epoch 67.026) train_loss=313.62438965 time/batch=0.94s
8151/10943 (epoch 67.035) train_loss=369.51312256 time/batch=1.09s
8152/10943 (epoch 67.043) train_loss=466.73345947 time/batch=1.41s
8153/10943 (epoch 67.051) train_loss=414.20516968 time/batch=1.20s
8154/10943 (epoch 67.059) train_loss=525.60668945 time/batch=1.63s
8155/10943 (epoch 67.068) train_loss=381.55096436 time/batch=1.13s
8156/10943 (epoch 67.076) train_loss=324.53948975 time/batch=0.94s
8157/10943 (epoch 67.084) train_loss=755.77294922 time/batch=2.96s
