vocabulary size: 226
n tunes: 4083
n train tunes: 3891.0
n validation tunes: 192.0
19520/10943 (epoch 160.535) train_loss=135.09120178 time/batch=0.57s
19521/10943 (epoch 160.543) train_loss=211.88301086 time/batch=0.93s
19522/10943 (epoch 160.551) train_loss=285.58523560 time/batch=1.21s
19523/10943 (epoch 160.559) train_loss=119.78958130 time/batch=0.58s
19524/10943 (epoch 160.567) train_loss=324.63623047 time/batch=1.19s
19525/10943 (epoch 160.576) train_loss=147.04129028 time/batch=0.73s
19526/10943 (epoch 160.584) train_loss=133.97564697 time/batch=0.60s
19527/10943 (epoch 160.592) train_loss=283.70532227 time/batch=1.17s
19528/10943 (epoch 160.600) train_loss=260.88003540 time/batch=1.17s
19529/10943 (epoch 160.609) train_loss=425.73019409 time/batch=1.65s
19530/10943 (epoch 160.617) train_loss=354.47583008 time/batch=1.48s
19531/10943 (epoch 160.625) train_loss=123.40824127 time/batch=0.60s
19532/10943 (epoch 160.633) train_loss=210.63513184 time/batch=0.90s
19533/10943 (epoch 160.641) train_loss=337.71627808 time/batch=1.30s
19534/10943 (epoch 160.650) train_loss=168.79325867 time/batch=0.83s
19535/10943 (epoch 160.658) train_loss=90.34973145 time/batch=0.38s
19536/10943 (epoch 160.666) train_loss=399.41860962 time/batch=1.49s
19537/10943 (epoch 160.674) train_loss=245.28695679 time/batch=1.13s
19538/10943 (epoch 160.683) train_loss=352.92614746 time/batch=1.47s
19539/10943 (epoch 160.691) train_loss=220.21875000 time/batch=1.07s
19540/10943 (epoch 160.699) train_loss=186.19883728 time/batch=0.82s
19541/10943 (epoch 160.707) train_loss=367.69116211 time/batch=1.61s
19542/10943 (epoch 160.715) train_loss=304.16296387 time/batch=1.32s
19543/10943 (epoch 160.724) train_loss=144.17095947 time/batch=0.73s
19544/10943 (epoch 160.732) train_loss=179.19755554 time/batch=0.85s
19545/10943 (epoch 160.740) train_loss=291.25671387 time/batch=1.16s
19546/10943 (epoch 160.748) train_loss=385.02593994 time/batch=1.50s
19547/10943 (epoch 160.757) train_loss=112.30997467 time/batch=0.57s
19548/10943 (epoch 160.765) train_loss=213.75028992 time/batch=0.94s
19549/10943 (epoch 160.773) train_loss=288.47979736 time/batch=1.19s
19550/10943 (epoch 160.781) train_loss=336.25592041 time/batch=1.38s
19551/10943 (epoch 160.790) train_loss=108.13278961 time/batch=0.55s
19552/10943 (epoch 160.798) train_loss=233.01860046 time/batch=0.97s
19553/10943 (epoch 160.806) train_loss=122.90098572 time/batch=0.52s
19554/10943 (epoch 160.814) train_loss=197.69607544 time/batch=0.85s
19555/10943 (epoch 160.822) train_loss=127.98506165 time/batch=0.60s
19556/10943 (epoch 160.831) train_loss=241.51290894 time/batch=0.99s
19557/10943 (epoch 160.839) train_loss=283.85083008 time/batch=1.21s
19558/10943 (epoch 160.847) train_loss=224.81138611 time/batch=1.03s
19559/10943 (epoch 160.855) train_loss=163.93150330 time/batch=0.75s
19560/10943 (epoch 160.864) train_loss=157.06367493 time/batch=0.69s
19561/10943 (epoch 160.872) train_loss=94.42533875 time/batch=0.40s
19562/10943 (epoch 160.880) train_loss=166.33050537 time/batch=0.69s
19563/10943 (epoch 160.888) train_loss=109.24456787 time/batch=0.46s
19564/10943 (epoch 160.896) train_loss=113.60020447 time/batch=0.51s
19565/10943 (epoch 160.905) train_loss=166.37452698 time/batch=0.73s
19566/10943 (epoch 160.913) train_loss=356.97930908 time/batch=1.38s
19567/10943 (epoch 160.921) train_loss=144.98965454 time/batch=0.72s
19568/10943 (epoch 160.929) train_loss=239.18917847 time/batch=1.00s
19569/10943 (epoch 160.938) train_loss=130.68743896 time/batch=0.65s
19570/10943 (epoch 160.946) train_loss=194.62905884 time/batch=0.85s
19571/10943 (epoch 160.954) train_loss=209.66136169 time/batch=0.99s
19572/10943 (epoch 160.962) train_loss=214.72058105 time/batch=0.99s
19573/10943 (epoch 160.970) train_loss=245.84991455 time/batch=1.04s
19574/10943 (epoch 160.979) train_loss=160.78298950 time/batch=0.80s
19575/10943 (epoch 160.987) train_loss=90.91262817 time/batch=0.42s
19576/10943 (epoch 160.995) train_loss=186.17987061 time/batch=0.77s
19577/10943 (epoch 161.003) train_loss=245.71995544 time/batch=1.01s
19578/10943 (epoch 161.012) train_loss=257.09759521 time/batch=1.25s
19579/10943 (epoch 161.020) train_loss=140.49505615 time/batch=0.67s
19580/10943 (epoch 161.028) train_loss=213.78897095 time/batch=0.93s
19581/10943 (epoch 161.036) train_loss=239.15498352 time/batch=1.06s
19582/10943 (epoch 161.044) train_loss=207.98168945 time/batch=0.93s
19583/10943 (epoch 161.053) train_loss=352.89813232 time/batch=1.76s
19584/10943 (epoch 161.061) train_loss=154.62031555 time/batch=0.75s
19585/10943 (epoch 161.069) train_loss=171.87850952 time/batch=0.77s
19586/10943 (epoch 161.077) train_loss=242.88372803 time/batch=1.06s
19587/10943 (epoch 161.086) train_loss=120.92726135 time/batch=0.60s
19588/10943 (epoch 161.094) train_loss=191.16210938 time/batch=0.80s
19589/10943 (epoch 161.102) train_loss=175.65037537 time/batch=0.78s
19590/10943 (epoch 161.110) train_loss=162.46563721 time/batch=0.74s
19591/10943 (epoch 161.118) train_loss=157.99520874 time/batch=0.75s
19592/10943 (epoch 161.127) train_loss=190.11756897 time/batch=0.79s
19593/10943 (epoch 161.135) train_loss=115.46385956 time/batch=0.59s
19594/10943 (epoch 161.143) train_loss=124.95143127 time/batch=0.56s
19595/10943 (epoch 161.151) train_loss=104.73733521 time/batch=0.56s
19596/10943 (epoch 161.160) train_loss=161.28619385 time/batch=0.75s
19597/10943 (epoch 161.168) train_loss=209.23229980 time/batch=0.88s
19598/10943 (epoch 161.176) train_loss=140.86553955 time/batch=0.69s
19599/10943 (epoch 161.184) train_loss=142.20767212 time/batch=0.61s
19600/10943 (epoch 161.192) train_loss=150.79826355 time/batch=0.63s
19601/10943 (epoch 161.201) train_loss=217.17366028 time/batch=0.90s
19602/10943 (epoch 161.209) train_loss=94.17384338 time/batch=0.44s
19603/10943 (epoch 161.217) train_loss=245.75384521 time/batch=1.02s
19604/10943 (epoch 161.225) train_loss=163.83244324 time/batch=0.77s
19605/10943 (epoch 161.234) train_loss=128.01924133 time/batch=0.64s
19606/10943 (epoch 161.242) train_loss=169.31640625 time/batch=0.73s
19607/10943 (epoch 161.250) train_loss=154.83418274 time/batch=0.67s
19608/10943 (epoch 161.258) train_loss=191.96566772 time/batch=0.80s
19609/10943 (epoch 161.267) train_loss=129.37135315 time/batch=0.70s
19610/10943 (epoch 161.275) train_loss=216.09027100 time/batch=0.89s
19611/10943 (epoch 161.283) train_loss=173.97813416 time/batch=0.84s
19612/10943 (epoch 161.291) train_loss=187.97164917 time/batch=0.84s
19613/10943 (epoch 161.299) train_loss=265.19186401 time/batch=1.25s
19614/10943 (epoch 161.308) train_loss=162.45014954 time/batch=0.80s
19615/10943 (epoch 161.316) train_loss=229.58306885 time/batch=1.06s
19616/10943 (epoch 161.324) train_loss=175.04298401 time/batch=0.86s
19617/10943 (epoch 161.332) train_loss=224.99960327 time/batch=0.89s
19618/10943 (epoch 161.341) train_loss=215.84417725 time/batch=1.07s
19619/10943 (epoch 161.349) train_loss=181.97825623 time/batch=0.87s
19620/10943 (epoch 161.357) train_loss=204.59794617 time/batch=0.88s
19621/10943 (epoch 161.365) train_loss=194.12377930 time/batch=0.90s
setting learning rate to 0.0012030
19622/10943 (epoch 161.373) train_loss=113.77056885 time/batch=0.55s
19623/10943 (epoch 161.382) train_loss=187.19497681 time/batch=0.80s
19624/10943 (epoch 161.390) train_loss=294.86651611 time/batch=1.27s
19625/10943 (epoch 161.398) train_loss=362.38647461 time/batch=1.56s
19626/10943 (epoch 161.406) train_loss=699.79107666 time/batch=3.87s
19627/10943 (epoch 161.415) train_loss=422.91781616 time/batch=2.01s
19628/10943 (epoch 161.423) train_loss=208.64076233 time/batch=1.09s
19629/10943 (epoch 161.431) train_loss=313.91033936 time/batch=1.26s
19630/10943 (epoch 161.439) train_loss=208.37373352 time/batch=1.01s
19631/10943 (epoch 161.447) train_loss=223.18286133 time/batch=1.05s
19632/10943 (epoch 161.456) train_loss=138.91183472 time/batch=0.68s
19633/10943 (epoch 161.464) train_loss=526.48419189 time/batch=2.03s
19634/10943 (epoch 161.472) train_loss=176.92204285 time/batch=1.05s
19635/10943 (epoch 161.480) train_loss=334.67895508 time/batch=1.37s
19636/10943 (epoch 161.489) train_loss=74.84481812 time/batch=0.42s
19637/10943 (epoch 161.497) train_loss=240.03442383 time/batch=0.97s
19638/10943 (epoch 161.505) train_loss=451.10595703 time/batch=1.92s
19639/10943 (epoch 161.513) train_loss=157.11724854 time/batch=0.85s
19640/10943 (epoch 161.521) train_loss=214.00872803 time/batch=0.95s
19641/10943 (epoch 161.530) train_loss=398.64697266 time/batch=1.70s
19642/10943 (epoch 161.538) train_loss=107.57052612 time/batch=0.57s
19643/10943 (epoch 161.546) train_loss=130.98245239 time/batch=0.56s
19644/10943 (epoch 161.554) train_loss=154.63534546 time/batch=0.75s
19645/10943 (epoch 161.563) train_loss=323.13757324 time/batch=1.30s
19646/10943 (epoch 161.571) train_loss=128.78884888 time/batch=0.61s
19647/10943 (epoch 161.579) train_loss=189.20922852 time/batch=0.83s
19648/10943 (epoch 161.587) train_loss=97.24477386 time/batch=0.44s
19649/10943 (epoch 161.595) train_loss=278.45339966 time/batch=1.14s
19650/10943 (epoch 161.604) train_loss=232.13537598 time/batch=1.10s
19651/10943 (epoch 161.612) train_loss=342.96368408 time/batch=1.46s
19652/10943 (epoch 161.620) train_loss=208.30578613 time/batch=1.04s
19653/10943 (epoch 161.628) train_loss=159.28392029 time/batch=0.75s
19654/10943 (epoch 161.637) train_loss=133.77037048 time/batch=0.60s
19655/10943 (epoch 161.645) train_loss=183.79383850 time/batch=0.77s
19656/10943 (epoch 161.653) train_loss=142.76840210 time/batch=0.64s
19657/10943 (epoch 161.661) train_loss=202.98614502 time/batch=0.87s
19658/10943 (epoch 161.669) train_loss=258.31744385 time/batch=1.10s
19659/10943 (epoch 161.678) train_loss=93.77397919 time/batch=0.45s
19660/10943 (epoch 161.686) train_loss=224.89324951 time/batch=1.01s
19661/10943 (epoch 161.694) train_loss=372.52105713 time/batch=1.47s
19662/10943 (epoch 161.702) train_loss=306.34356689 time/batch=1.28s
19663/10943 (epoch 161.711) train_loss=90.79165649 time/batch=0.48s
19664/10943 (epoch 161.719) train_loss=222.33514404 time/batch=0.93s
19665/10943 (epoch 161.727) train_loss=243.81062317 time/batch=1.12s
19666/10943 (epoch 161.735) train_loss=104.66940308 time/batch=0.51s
19667/10943 (epoch 161.744) train_loss=212.94827271 time/batch=0.96s
19668/10943 (epoch 161.752) train_loss=125.84123993 time/batch=0.60s
19669/10943 (epoch 161.760) train_loss=251.66641235 time/batch=1.09s
19670/10943 (epoch 161.768) train_loss=238.10833740 time/batch=1.10s
19671/10943 (epoch 161.776) train_loss=98.65912628 time/batch=0.50s
19672/10943 (epoch 161.785) train_loss=341.96453857 time/batch=1.29s
19673/10943 (epoch 161.793) train_loss=194.70797729 time/batch=0.93s
19674/10943 (epoch 161.801) train_loss=111.58619690 time/batch=0.52s
19675/10943 (epoch 161.809) train_loss=214.59722900 time/batch=0.84s
19676/10943 (epoch 161.818) train_loss=181.47940063 time/batch=0.84s
19677/10943 (epoch 161.826) train_loss=87.88967896 time/batch=0.40s
19678/10943 (epoch 161.834) train_loss=319.87756348 time/batch=1.29s
19679/10943 (epoch 161.842) train_loss=315.78073120 time/batch=1.43s
19680/10943 (epoch 161.850) train_loss=104.67207336 time/batch=0.56s
19681/10943 (epoch 161.859) train_loss=264.89581299 time/batch=1.10s
19682/10943 (epoch 161.867) train_loss=215.36877441 time/batch=0.98s
19683/10943 (epoch 161.875) train_loss=158.10777283 time/batch=0.76s
19684/10943 (epoch 161.883) train_loss=116.66266632 time/batch=0.55s
19685/10943 (epoch 161.892) train_loss=412.73626709 time/batch=1.71s
19686/10943 (epoch 161.900) train_loss=150.48779297 time/batch=0.81s
19687/10943 (epoch 161.908) train_loss=330.07339478 time/batch=1.49s
19688/10943 (epoch 161.916) train_loss=159.03419495 time/batch=0.83s
19689/10943 (epoch 161.924) train_loss=185.77093506 time/batch=0.81s
19690/10943 (epoch 161.933) train_loss=102.01704407 time/batch=0.48s
19691/10943 (epoch 161.941) train_loss=143.63363647 time/batch=0.67s
19692/10943 (epoch 161.949) train_loss=167.07153320 time/batch=0.78s
19693/10943 (epoch 161.957) train_loss=116.07537842 time/batch=0.54s
19694/10943 (epoch 161.966) train_loss=132.07363892 time/batch=0.59s
19695/10943 (epoch 161.974) train_loss=190.80825806 time/batch=0.90s
19696/10943 (epoch 161.982) train_loss=188.83161926 time/batch=0.86s
19697/10943 (epoch 161.990) train_loss=155.77011108 time/batch=0.76s
19698/10943 (epoch 161.998) train_loss=154.40472412 time/batch=0.69s
19699/10943 (epoch 162.007) train_loss=191.81695557 time/batch=0.86s
19700/10943 (epoch 162.015) train_loss=238.04975891 time/batch=1.07s
19701/10943 (epoch 162.023) train_loss=133.47488403 time/batch=0.71s
19702/10943 (epoch 162.031) train_loss=203.00616455 time/batch=0.86s
19703/10943 (epoch 162.040) train_loss=139.43309021 time/batch=0.67s
19704/10943 (epoch 162.048) train_loss=145.06433105 time/batch=0.63s
19705/10943 (epoch 162.056) train_loss=207.28887939 time/batch=0.89s
19706/10943 (epoch 162.064) train_loss=160.90353394 time/batch=0.77s
19707/10943 (epoch 162.072) train_loss=284.49346924 time/batch=1.14s
19708/10943 (epoch 162.081) train_loss=126.15228271 time/batch=0.65s
19709/10943 (epoch 162.089) train_loss=164.73074341 time/batch=0.75s
19710/10943 (epoch 162.097) train_loss=179.99273682 time/batch=0.77s
19711/10943 (epoch 162.105) train_loss=136.39105225 time/batch=0.61s
19712/10943 (epoch 162.114) train_loss=281.74472046 time/batch=1.19s
19713/10943 (epoch 162.122) train_loss=207.12895203 time/batch=1.03s
19714/10943 (epoch 162.130) train_loss=203.23637390 time/batch=0.99s
19715/10943 (epoch 162.138) train_loss=121.09819794 time/batch=0.60s
19716/10943 (epoch 162.146) train_loss=177.98477173 time/batch=0.77s
19717/10943 (epoch 162.155) train_loss=132.94007874 time/batch=0.62s
19718/10943 (epoch 162.163) train_loss=100.02910614 time/batch=0.46s
19719/10943 (epoch 162.171) train_loss=193.58767700 time/batch=0.80s
19720/10943 (epoch 162.179) train_loss=157.89569092 time/batch=0.78s
19721/10943 (epoch 162.188) train_loss=276.99981689 time/batch=1.20s
19722/10943 (epoch 162.196) train_loss=116.87477112 time/batch=0.55s
19723/10943 (epoch 162.204) train_loss=164.73356628 time/batch=0.69s
19724/10943 (epoch 162.212) train_loss=158.89668274 time/batch=0.67s
19725/10943 (epoch 162.221) train_loss=129.13069153 time/batch=0.66s
19726/10943 (epoch 162.229) train_loss=184.41503906 time/batch=0.82s
19727/10943 (epoch 162.237) train_loss=139.48269653 time/batch=0.68s
19728/10943 (epoch 162.245) train_loss=187.59774780 time/batch=0.80s
19729/10943 (epoch 162.253) train_loss=191.24908447 time/batch=0.83s
19730/10943 (epoch 162.262) train_loss=209.93049622 time/batch=0.90s
19731/10943 (epoch 162.270) train_loss=140.16415405 time/batch=0.75s
19732/10943 (epoch 162.278) train_loss=164.22294617 time/batch=0.77s
19733/10943 (epoch 162.286) train_loss=276.10708618 time/batch=1.15s
19734/10943 (epoch 162.295) train_loss=220.10614014 time/batch=1.01s
19735/10943 (epoch 162.303) train_loss=215.18360901 time/batch=0.95s
19736/10943 (epoch 162.311) train_loss=239.39166260 time/batch=1.04s
19737/10943 (epoch 162.319) train_loss=188.93885803 time/batch=0.94s
19738/10943 (epoch 162.327) train_loss=238.59532166 time/batch=1.02s
19739/10943 (epoch 162.336) train_loss=153.15052795 time/batch=0.77s
19740/10943 (epoch 162.344) train_loss=256.21316528 time/batch=1.14s
19741/10943 (epoch 162.352) train_loss=231.54481506 time/batch=1.04s
19742/10943 (epoch 162.360) train_loss=200.75872803 time/batch=1.03s
setting learning rate to 0.0011669
19743/10943 (epoch 162.369) train_loss=196.53125000 time/batch=0.99s
19744/10943 (epoch 162.377) train_loss=209.07913208 time/batch=1.00s
19745/10943 (epoch 162.385) train_loss=539.35632324 time/batch=2.16s
19746/10943 (epoch 162.393) train_loss=117.50702667 time/batch=0.73s
19747/10943 (epoch 162.401) train_loss=130.69216919 time/batch=0.64s
19748/10943 (epoch 162.410) train_loss=147.43257141 time/batch=0.67s
19749/10943 (epoch 162.418) train_loss=294.08557129 time/batch=1.19s
19750/10943 (epoch 162.426) train_loss=151.72326660 time/batch=0.80s
19751/10943 (epoch 162.434) train_loss=330.24188232 time/batch=1.39s
19752/10943 (epoch 162.443) train_loss=131.12960815 time/batch=0.69s
19753/10943 (epoch 162.451) train_loss=663.02941895 time/batch=3.70s
19754/10943 (epoch 162.459) train_loss=311.76129150 time/batch=1.57s
19755/10943 (epoch 162.467) train_loss=296.24813843 time/batch=1.29s
19756/10943 (epoch 162.475) train_loss=160.99475098 time/batch=0.84s
19757/10943 (epoch 162.484) train_loss=399.57901001 time/batch=1.65s
19758/10943 (epoch 162.492) train_loss=315.50448608 time/batch=1.40s
19759/10943 (epoch 162.500) train_loss=409.65270996 time/batch=1.86s
19760/10943 (epoch 162.508) train_loss=128.97441101 time/batch=0.74s
19761/10943 (epoch 162.517) train_loss=114.61576843 time/batch=0.50s
19762/10943 (epoch 162.525) train_loss=396.95333862 time/batch=1.53s
19763/10943 (epoch 162.533) train_loss=203.48376465 time/batch=1.02s
19764/10943 (epoch 162.541) train_loss=342.15911865 time/batch=1.58s
19765/10943 (epoch 162.549) train_loss=221.50823975 time/batch=1.13s
19766/10943 (epoch 162.558) train_loss=125.50628662 time/batch=0.58s
19767/10943 (epoch 162.566) train_loss=260.61767578 time/batch=1.10s
19768/10943 (epoch 162.574) train_loss=155.34008789 time/batch=0.81s
19769/10943 (epoch 162.582) train_loss=194.28892517 time/batch=0.98s
19770/10943 (epoch 162.591) train_loss=108.18102264 time/batch=0.55s
19771/10943 (epoch 162.599) train_loss=420.33978271 time/batch=1.84s
19772/10943 (epoch 162.607) train_loss=144.60279846 time/batch=0.84s
19773/10943 (epoch 162.615) train_loss=206.14532471 time/batch=0.97s
19774/10943 (epoch 162.623) train_loss=334.69024658 time/batch=1.46s
19775/10943 (epoch 162.632) train_loss=322.48632812 time/batch=1.43s
19776/10943 (epoch 162.640) train_loss=269.35681152 time/batch=1.24s
19777/10943 (epoch 162.648) train_loss=270.32025146 time/batch=1.19s
19778/10943 (epoch 162.656) train_loss=175.28964233 time/batch=0.83s
19779/10943 (epoch 162.665) train_loss=198.71197510 time/batch=0.90s
19780/10943 (epoch 162.673) train_loss=109.36233521 time/batch=0.52s
19781/10943 (epoch 162.681) train_loss=104.36776733 time/batch=0.45s
19782/10943 (epoch 162.689) train_loss=351.80041504 time/batch=1.43s
19783/10943 (epoch 162.698) train_loss=156.20198059 time/batch=0.81s
19784/10943 (epoch 162.706) train_loss=102.49682617 time/batch=0.46s
19785/10943 (epoch 162.714) train_loss=184.48550415 time/batch=0.78s
19786/10943 (epoch 162.722) train_loss=84.38668060 time/batch=0.42s
19787/10943 (epoch 162.730) train_loss=87.67289734 time/batch=0.36s
19788/10943 (epoch 162.739) train_loss=152.91206360 time/batch=0.69s
19789/10943 (epoch 162.747) train_loss=196.11637878 time/batch=0.87s
19790/10943 (epoch 162.755) train_loss=182.02499390 time/batch=0.84s
19791/10943 (epoch 162.763) train_loss=185.19407654 time/batch=0.92s
19792/10943 (epoch 162.772) train_loss=94.29620361 time/batch=0.46s
19793/10943 (epoch 162.780) train_loss=79.16629028 time/batch=0.33s
19794/10943 (epoch 162.788) train_loss=146.35739136 time/batch=0.62s
19795/10943 (epoch 162.796) train_loss=316.29287720 time/batch=1.29s
19796/10943 (epoch 162.804) train_loss=80.86801910 time/batch=0.46s
19797/10943 (epoch 162.813) train_loss=186.33569336 time/batch=0.77s
19798/10943 (epoch 162.821) train_loss=315.74835205 time/batch=1.32s
19799/10943 (epoch 162.829) train_loss=185.69186401 time/batch=0.91s
19800/10943 (epoch 162.837) train_loss=211.93302917 time/batch=0.92s
19801/10943 (epoch 162.846) train_loss=135.42221069 time/batch=0.64s
19802/10943 (epoch 162.854) train_loss=285.62057495 time/batch=1.20s
19803/10943 (epoch 162.862) train_loss=194.75431824 time/batch=0.99s
19804/10943 (epoch 162.870) train_loss=139.52499390 time/batch=0.67s
19805/10943 (epoch 162.878) train_loss=99.81338501 time/batch=0.42s
19806/10943 (epoch 162.887) train_loss=160.07904053 time/batch=0.73s
19807/10943 (epoch 162.895) train_loss=178.94946289 time/batch=0.85s
19808/10943 (epoch 162.903) train_loss=232.79550171 time/batch=1.03s
19809/10943 (epoch 162.911) train_loss=136.18014526 time/batch=0.72s
19810/10943 (epoch 162.920) train_loss=111.57501221 time/batch=0.52s
19811/10943 (epoch 162.928) train_loss=145.76396179 time/batch=0.60s
19812/10943 (epoch 162.936) train_loss=207.68109131 time/batch=0.94s
19813/10943 (epoch 162.944) train_loss=245.79418945 time/batch=1.13s
19814/10943 (epoch 162.952) train_loss=113.14309692 time/batch=0.57s
19815/10943 (epoch 162.961) train_loss=93.32868958 time/batch=0.38s
19816/10943 (epoch 162.969) train_loss=155.56790161 time/batch=0.67s
19817/10943 (epoch 162.977) train_loss=242.82788086 time/batch=1.07s
19818/10943 (epoch 162.985) train_loss=113.28896332 time/batch=0.58s
19819/10943 (epoch 162.994) train_loss=273.77664185 time/batch=1.12s
19820/10943 (epoch 163.002) train_loss=132.96652222 time/batch=0.69s
19821/10943 (epoch 163.010) train_loss=186.44786072 time/batch=0.83s
19822/10943 (epoch 163.018) train_loss=137.35188293 time/batch=0.60s
19823/10943 (epoch 163.026) train_loss=152.65611267 time/batch=0.68s
19824/10943 (epoch 163.035) train_loss=236.15026855 time/batch=0.99s
19825/10943 (epoch 163.043) train_loss=154.89505005 time/batch=0.78s
19826/10943 (epoch 163.051) train_loss=126.37874603 time/batch=0.56s
19827/10943 (epoch 163.059) train_loss=136.75956726 time/batch=0.62s
19828/10943 (epoch 163.068) train_loss=209.42266846 time/batch=0.98s
19829/10943 (epoch 163.076) train_loss=235.38426208 time/batch=1.06s
19830/10943 (epoch 163.084) train_loss=307.18011475 time/batch=1.38s
19831/10943 (epoch 163.092) train_loss=228.47125244 time/batch=1.01s
19832/10943 (epoch 163.100) train_loss=102.59808350 time/batch=0.48s
19833/10943 (epoch 163.109) train_loss=198.16979980 time/batch=0.86s
19834/10943 (epoch 163.117) train_loss=119.40425110 time/batch=0.60s
19835/10943 (epoch 163.125) train_loss=149.12867737 time/batch=0.65s
19836/10943 (epoch 163.133) train_loss=210.22891235 time/batch=0.97s
19837/10943 (epoch 163.142) train_loss=121.56967163 time/batch=0.63s
19838/10943 (epoch 163.150) train_loss=114.89979553 time/batch=0.68s
19839/10943 (epoch 163.158) train_loss=198.87483215 time/batch=0.86s
19840/10943 (epoch 163.166) train_loss=176.83343506 time/batch=0.81s
19841/10943 (epoch 163.175) train_loss=157.94210815 time/batch=0.72s
19842/10943 (epoch 163.183) train_loss=226.72085571 time/batch=1.03s
19843/10943 (epoch 163.191) train_loss=181.02951050 time/batch=0.84s
19844/10943 (epoch 163.199) train_loss=253.50779724 time/batch=1.15s
19845/10943 (epoch 163.207) train_loss=158.57263184 time/batch=0.81s
19846/10943 (epoch 163.216) train_loss=203.87785339 time/batch=0.86s
19847/10943 (epoch 163.224) train_loss=255.54006958 time/batch=1.10s
19848/10943 (epoch 163.232) train_loss=238.90451050 time/batch=1.07s
19849/10943 (epoch 163.240) train_loss=158.05072021 time/batch=0.77s
19850/10943 (epoch 163.249) train_loss=148.26895142 time/batch=0.74s
19851/10943 (epoch 163.257) train_loss=218.36354065 time/batch=0.99s
19852/10943 (epoch 163.265) train_loss=169.31570435 time/batch=0.79s
19853/10943 (epoch 163.273) train_loss=159.58786011 time/batch=0.77s
19854/10943 (epoch 163.281) train_loss=170.05725098 time/batch=0.79s
19855/10943 (epoch 163.290) train_loss=218.62327576 time/batch=1.04s
19856/10943 (epoch 163.298) train_loss=237.05174255 time/batch=1.08s
19857/10943 (epoch 163.306) train_loss=178.78944397 time/batch=0.90s
19858/10943 (epoch 163.314) train_loss=156.79040527 time/batch=0.84s
19859/10943 (epoch 163.323) train_loss=243.93528748 time/batch=1.10s
19860/10943 (epoch 163.331) train_loss=213.08514404 time/batch=0.98s
19861/10943 (epoch 163.339) train_loss=188.35408020 time/batch=0.89s
19862/10943 (epoch 163.347) train_loss=196.06874084 time/batch=0.96s
19863/10943 (epoch 163.355) train_loss=181.68295288 time/batch=0.89s
setting learning rate to 0.0011319
19864/10943 (epoch 163.364) train_loss=261.46926880 time/batch=1.18s
19865/10943 (epoch 163.372) train_loss=495.20416260 time/batch=2.02s
19866/10943 (epoch 163.380) train_loss=153.51956177 time/batch=0.83s
19867/10943 (epoch 163.388) train_loss=254.37167358 time/batch=1.11s
19868/10943 (epoch 163.397) train_loss=377.72967529 time/batch=1.69s
19869/10943 (epoch 163.405) train_loss=194.48284912 time/batch=1.10s
19870/10943 (epoch 163.413) train_loss=269.74633789 time/batch=1.21s
19871/10943 (epoch 163.421) train_loss=330.40536499 time/batch=1.40s
19872/10943 (epoch 163.429) train_loss=398.67272949 time/batch=1.82s
19873/10943 (epoch 163.438) train_loss=351.35021973 time/batch=1.57s
19874/10943 (epoch 163.446) train_loss=427.36859131 time/batch=2.11s
19875/10943 (epoch 163.454) train_loss=328.02468872 time/batch=1.46s
19876/10943 (epoch 163.462) train_loss=259.57797241 time/batch=1.22s
19877/10943 (epoch 163.471) train_loss=660.71179199 time/batch=3.80s
