vocabulary size: 226
n tunes: 4083
n train tunes: 3891.0
n validation tunes: 192.0
19472/10943 (epoch 160.140) train_loss=527.48138428 time/batch=0.96s
19473/10943 (epoch 160.148) train_loss=212.69900513 time/batch=0.47s
19474/10943 (epoch 160.156) train_loss=578.13928223 time/batch=0.96s
19475/10943 (epoch 160.164) train_loss=297.79278564 time/batch=0.60s
19476/10943 (epoch 160.173) train_loss=244.43103027 time/batch=0.48s
19477/10943 (epoch 160.181) train_loss=518.42260742 time/batch=0.95s
19478/10943 (epoch 160.189) train_loss=503.20849609 time/batch=0.94s
19479/10943 (epoch 160.197) train_loss=780.64898682 time/batch=1.33s
19480/10943 (epoch 160.206) train_loss=652.73950195 time/batch=1.19s
19481/10943 (epoch 160.214) train_loss=211.44015503 time/batch=0.47s
19482/10943 (epoch 160.222) train_loss=394.91644287 time/batch=0.73s
19483/10943 (epoch 160.230) train_loss=580.91418457 time/batch=1.04s
19484/10943 (epoch 160.238) train_loss=319.72607422 time/batch=0.67s
19485/10943 (epoch 160.247) train_loss=138.45538330 time/batch=0.31s
19486/10943 (epoch 160.255) train_loss=704.17047119 time/batch=1.22s
19487/10943 (epoch 160.263) train_loss=473.49200439 time/batch=0.92s
19488/10943 (epoch 160.271) train_loss=626.70660400 time/batch=1.20s
19489/10943 (epoch 160.280) train_loss=427.36785889 time/batch=0.88s
19490/10943 (epoch 160.288) train_loss=353.50726318 time/batch=0.68s
19491/10943 (epoch 160.296) train_loss=674.71020508 time/batch=1.31s
19492/10943 (epoch 160.304) train_loss=545.46545410 time/batch=1.08s
19493/10943 (epoch 160.313) train_loss=272.49224854 time/batch=0.60s
19494/10943 (epoch 160.321) train_loss=352.91320801 time/batch=0.68s
19495/10943 (epoch 160.329) train_loss=505.26519775 time/batch=0.95s
19496/10943 (epoch 160.337) train_loss=652.89758301 time/batch=1.22s
19497/10943 (epoch 160.345) train_loss=198.92437744 time/batch=0.46s
19498/10943 (epoch 160.354) train_loss=404.08633423 time/batch=0.76s
19499/10943 (epoch 160.362) train_loss=510.06591797 time/batch=0.98s
19500/10943 (epoch 160.370) train_loss=601.01220703 time/batch=1.13s
19501/10943 (epoch 160.378) train_loss=194.17782593 time/batch=0.44s
19502/10943 (epoch 160.387) train_loss=431.85693359 time/batch=0.79s
19503/10943 (epoch 160.395) train_loss=198.60504150 time/batch=0.42s
19504/10943 (epoch 160.403) train_loss=364.28790283 time/batch=0.70s
19505/10943 (epoch 160.411) train_loss=229.77441406 time/batch=0.48s
19506/10943 (epoch 160.419) train_loss=427.74072266 time/batch=0.80s
19507/10943 (epoch 160.428) train_loss=496.31442261 time/batch=0.99s
19508/10943 (epoch 160.436) train_loss=415.67828369 time/batch=0.85s
19509/10943 (epoch 160.444) train_loss=305.10723877 time/batch=0.62s
19510/10943 (epoch 160.452) train_loss=275.68200684 time/batch=0.57s
19511/10943 (epoch 160.461) train_loss=147.88479614 time/batch=0.32s
19512/10943 (epoch 160.469) train_loss=287.88531494 time/batch=0.55s
19513/10943 (epoch 160.477) train_loss=172.45391846 time/batch=0.38s
19514/10943 (epoch 160.485) train_loss=198.64035034 time/batch=0.41s
19515/10943 (epoch 160.493) train_loss=301.53540039 time/batch=0.59s
19516/10943 (epoch 160.502) train_loss=566.10864258 time/batch=1.12s
19517/10943 (epoch 160.510) train_loss=259.45153809 time/batch=0.60s
19518/10943 (epoch 160.518) train_loss=413.80346680 time/batch=0.81s
19519/10943 (epoch 160.526) train_loss=252.82434082 time/batch=0.53s
19520/10943 (epoch 160.535) train_loss=361.81848145 time/batch=0.68s
19521/10943 (epoch 160.543) train_loss=393.48571777 time/batch=0.80s
19522/10943 (epoch 160.551) train_loss=404.06213379 time/batch=0.81s
19523/10943 (epoch 160.559) train_loss=433.15075684 time/batch=0.86s
19524/10943 (epoch 160.567) train_loss=318.13842773 time/batch=0.65s
19525/10943 (epoch 160.576) train_loss=149.27841187 time/batch=0.33s
19526/10943 (epoch 160.584) train_loss=330.15289307 time/batch=0.63s
19527/10943 (epoch 160.592) train_loss=421.85494995 time/batch=0.83s
19528/10943 (epoch 160.600) train_loss=499.70632935 time/batch=1.03s
19529/10943 (epoch 160.609) train_loss=273.06936646 time/batch=0.54s
19530/10943 (epoch 160.617) train_loss=407.85684204 time/batch=0.75s
19531/10943 (epoch 160.625) train_loss=465.96746826 time/batch=0.87s
19532/10943 (epoch 160.633) train_loss=400.47271729 time/batch=0.75s
19533/10943 (epoch 160.641) train_loss=622.47802734 time/batch=1.43s
19534/10943 (epoch 160.650) train_loss=284.12152100 time/batch=0.61s
19535/10943 (epoch 160.658) train_loss=327.40219116 time/batch=0.62s
19536/10943 (epoch 160.666) train_loss=458.57104492 time/batch=0.86s
19537/10943 (epoch 160.674) train_loss=213.20339966 time/batch=0.48s
19538/10943 (epoch 160.683) train_loss=346.62625122 time/batch=0.65s
19539/10943 (epoch 160.691) train_loss=321.10766602 time/batch=0.63s
19540/10943 (epoch 160.699) train_loss=299.75006104 time/batch=0.60s
19541/10943 (epoch 160.707) train_loss=309.71179199 time/batch=0.60s
19542/10943 (epoch 160.715) train_loss=337.68728638 time/batch=0.65s
19543/10943 (epoch 160.724) train_loss=202.44810486 time/batch=0.45s
19544/10943 (epoch 160.732) train_loss=221.71493530 time/batch=0.45s
19545/10943 (epoch 160.740) train_loss=182.42958069 time/batch=0.45s
19546/10943 (epoch 160.748) train_loss=309.33117676 time/batch=0.61s
19547/10943 (epoch 160.757) train_loss=371.69696045 time/batch=0.71s
19548/10943 (epoch 160.765) train_loss=261.19735718 time/batch=0.56s
19549/10943 (epoch 160.773) train_loss=248.87132263 time/batch=0.49s
19550/10943 (epoch 160.781) train_loss=256.39425659 time/batch=0.51s
19551/10943 (epoch 160.790) train_loss=378.55877686 time/batch=0.73s
19552/10943 (epoch 160.798) train_loss=156.28164673 time/batch=0.35s
19553/10943 (epoch 160.806) train_loss=435.43746948 time/batch=0.83s
19554/10943 (epoch 160.814) train_loss=296.01461792 time/batch=0.62s
19555/10943 (epoch 160.822) train_loss=217.30967712 time/batch=0.52s
19556/10943 (epoch 160.831) train_loss=285.80087280 time/batch=0.60s
19557/10943 (epoch 160.839) train_loss=260.74810791 time/batch=0.54s
19558/10943 (epoch 160.847) train_loss=343.99707031 time/batch=0.66s
19559/10943 (epoch 160.855) train_loss=214.00613403 time/batch=0.57s
19560/10943 (epoch 160.864) train_loss=381.70355225 time/batch=0.72s
19561/10943 (epoch 160.872) train_loss=325.87277222 time/batch=0.67s
19562/10943 (epoch 160.880) train_loss=348.73422241 time/batch=0.67s
19563/10943 (epoch 160.888) train_loss=464.97320557 time/batch=0.99s
19564/10943 (epoch 160.896) train_loss=309.02072144 time/batch=0.63s
19565/10943 (epoch 160.905) train_loss=394.73254395 time/batch=0.84s
19566/10943 (epoch 160.913) train_loss=313.58880615 time/batch=0.69s
19567/10943 (epoch 160.921) train_loss=365.11520386 time/batch=0.72s
19568/10943 (epoch 160.929) train_loss=370.95596313 time/batch=0.86s
19569/10943 (epoch 160.938) train_loss=326.36798096 time/batch=0.71s
19570/10943 (epoch 160.946) train_loss=359.42675781 time/batch=0.70s
19571/10943 (epoch 160.954) train_loss=344.16864014 time/batch=0.73s
setting learning rate to 0.0012030
19572/10943 (epoch 160.962) train_loss=199.37142944 time/batch=0.44s
19573/10943 (epoch 160.970) train_loss=329.09332275 time/batch=0.63s
19574/10943 (epoch 160.979) train_loss=532.10095215 time/batch=1.01s
19575/10943 (epoch 160.987) train_loss=688.56805420 time/batch=1.24s
19576/10943 (epoch 160.995) train_loss=1339.17871094 time/batch=3.07s
19577/10943 (epoch 161.003) train_loss=843.79467773 time/batch=1.60s
19578/10943 (epoch 161.012) train_loss=419.72265625 time/batch=0.87s
19579/10943 (epoch 161.020) train_loss=537.37213135 time/batch=1.01s
19580/10943 (epoch 161.028) train_loss=380.21087646 time/batch=0.80s
19581/10943 (epoch 161.036) train_loss=404.08032227 time/batch=0.83s
19582/10943 (epoch 161.044) train_loss=245.48439026 time/batch=0.54s
19583/10943 (epoch 161.053) train_loss=877.80102539 time/batch=1.63s
19584/10943 (epoch 161.061) train_loss=358.29437256 time/batch=0.84s
19585/10943 (epoch 161.069) train_loss=546.46038818 time/batch=1.11s
19586/10943 (epoch 161.077) train_loss=114.81916809 time/batch=0.33s
19587/10943 (epoch 161.086) train_loss=411.00985718 time/batch=0.79s
19588/10943 (epoch 161.094) train_loss=767.42395020 time/batch=1.53s
19589/10943 (epoch 161.102) train_loss=300.61682129 time/batch=0.68s
19590/10943 (epoch 161.110) train_loss=381.00881958 time/batch=0.76s
19591/10943 (epoch 161.118) train_loss=693.33941650 time/batch=1.36s
19592/10943 (epoch 161.127) train_loss=174.76145935 time/batch=0.45s
19593/10943 (epoch 161.135) train_loss=224.73103333 time/batch=0.45s
19594/10943 (epoch 161.143) train_loss=290.82077026 time/batch=0.60s
19595/10943 (epoch 161.151) train_loss=537.88049316 time/batch=1.04s
19596/10943 (epoch 161.160) train_loss=219.54730225 time/batch=0.50s
19597/10943 (epoch 161.168) train_loss=339.04492188 time/batch=0.67s
19598/10943 (epoch 161.176) train_loss=150.32986450 time/batch=0.35s
19599/10943 (epoch 161.184) train_loss=473.91659546 time/batch=0.90s
19600/10943 (epoch 161.192) train_loss=427.16845703 time/batch=0.88s
19601/10943 (epoch 161.201) train_loss=590.91687012 time/batch=1.16s
19602/10943 (epoch 161.209) train_loss=415.03875732 time/batch=0.82s
19603/10943 (epoch 161.217) train_loss=288.76965332 time/batch=0.60s
19604/10943 (epoch 161.225) train_loss=228.72294617 time/batch=0.48s
19605/10943 (epoch 161.234) train_loss=321.88153076 time/batch=0.62s
19606/10943 (epoch 161.242) train_loss=248.57125854 time/batch=0.52s
19607/10943 (epoch 161.250) train_loss=374.83242798 time/batch=0.71s
19608/10943 (epoch 161.258) train_loss=457.95870972 time/batch=0.89s
19609/10943 (epoch 161.267) train_loss=150.97381592 time/batch=0.35s
19610/10943 (epoch 161.275) train_loss=416.88583374 time/batch=0.81s
19611/10943 (epoch 161.283) train_loss=623.05358887 time/batch=1.19s
19612/10943 (epoch 161.291) train_loss=566.15393066 time/batch=1.03s
19613/10943 (epoch 161.299) train_loss=154.03765869 time/batch=0.38s
19614/10943 (epoch 161.308) train_loss=393.61291504 time/batch=0.74s
19615/10943 (epoch 161.316) train_loss=448.07406616 time/batch=0.89s
19616/10943 (epoch 161.324) train_loss=168.62170410 time/batch=0.40s
19617/10943 (epoch 161.332) train_loss=380.19842529 time/batch=0.76s
19618/10943 (epoch 161.341) train_loss=218.56401062 time/batch=0.48s
19619/10943 (epoch 161.349) train_loss=446.10919189 time/batch=0.87s
19620/10943 (epoch 161.357) train_loss=431.40625000 time/batch=0.88s
19621/10943 (epoch 161.365) train_loss=158.66439819 time/batch=0.40s
19622/10943 (epoch 161.373) train_loss=551.10156250 time/batch=1.04s
19623/10943 (epoch 161.382) train_loss=362.14102173 time/batch=0.75s
19624/10943 (epoch 161.390) train_loss=185.38848877 time/batch=0.42s
19625/10943 (epoch 161.398) train_loss=350.45654297 time/batch=0.67s
19626/10943 (epoch 161.406) train_loss=321.10705566 time/batch=0.68s
19627/10943 (epoch 161.415) train_loss=133.47973633 time/batch=0.31s
19628/10943 (epoch 161.423) train_loss=547.14941406 time/batch=1.03s
19629/10943 (epoch 161.431) train_loss=548.38934326 time/batch=1.15s
19630/10943 (epoch 161.439) train_loss=184.80770874 time/batch=0.44s
19631/10943 (epoch 161.447) train_loss=454.89117432 time/batch=0.88s
19632/10943 (epoch 161.456) train_loss=389.66833496 time/batch=0.78s
19633/10943 (epoch 161.464) train_loss=280.86206055 time/batch=0.61s
19634/10943 (epoch 161.472) train_loss=193.01416016 time/batch=0.44s
19635/10943 (epoch 161.480) train_loss=668.79620361 time/batch=1.37s
19636/10943 (epoch 161.489) train_loss=272.64599609 time/batch=0.64s
19637/10943 (epoch 161.497) train_loss=565.54022217 time/batch=1.19s
19638/10943 (epoch 161.505) train_loss=292.25851440 time/batch=0.66s
19639/10943 (epoch 161.513) train_loss=329.77899170 time/batch=0.66s
19640/10943 (epoch 161.521) train_loss=160.84729004 time/batch=0.38s
19641/10943 (epoch 161.530) train_loss=258.25311279 time/batch=0.54s
19642/10943 (epoch 161.538) train_loss=295.02151489 time/batch=0.63s
19643/10943 (epoch 161.546) train_loss=188.76193237 time/batch=0.42s
19644/10943 (epoch 161.554) train_loss=226.86444092 time/batch=0.47s
19645/10943 (epoch 161.563) train_loss=347.05718994 time/batch=0.72s
19646/10943 (epoch 161.571) train_loss=343.95379639 time/batch=0.69s
19647/10943 (epoch 161.579) train_loss=289.10357666 time/batch=0.60s
19648/10943 (epoch 161.587) train_loss=262.91076660 time/batch=0.56s
19649/10943 (epoch 161.595) train_loss=351.05511475 time/batch=0.69s
19650/10943 (epoch 161.604) train_loss=447.82318115 time/batch=0.85s
19651/10943 (epoch 161.612) train_loss=257.02035522 time/batch=0.57s
19652/10943 (epoch 161.620) train_loss=346.08306885 time/batch=0.69s
19653/10943 (epoch 161.628) train_loss=245.03096008 time/batch=0.54s
19654/10943 (epoch 161.637) train_loss=231.14607239 time/batch=0.51s
19655/10943 (epoch 161.645) train_loss=342.78274536 time/batch=0.72s
19656/10943 (epoch 161.653) train_loss=289.81408691 time/batch=0.61s
19657/10943 (epoch 161.661) train_loss=467.10934448 time/batch=0.91s
19658/10943 (epoch 161.669) train_loss=231.41467285 time/batch=0.51s
19659/10943 (epoch 161.678) train_loss=285.82598877 time/batch=0.59s
19660/10943 (epoch 161.686) train_loss=303.11367798 time/batch=0.63s
19661/10943 (epoch 161.694) train_loss=236.54028320 time/batch=0.49s
19662/10943 (epoch 161.702) train_loss=485.30572510 time/batch=0.95s
19663/10943 (epoch 161.711) train_loss=400.98638916 time/batch=0.82s
19664/10943 (epoch 161.719) train_loss=395.05926514 time/batch=0.80s
19665/10943 (epoch 161.727) train_loss=206.08331299 time/batch=0.48s
19666/10943 (epoch 161.735) train_loss=306.45574951 time/batch=0.62s
19667/10943 (epoch 161.744) train_loss=221.59158325 time/batch=0.49s
19668/10943 (epoch 161.752) train_loss=163.36276245 time/batch=0.37s
19669/10943 (epoch 161.760) train_loss=323.19635010 time/batch=0.64s
19670/10943 (epoch 161.768) train_loss=286.92266846 time/batch=0.63s
19671/10943 (epoch 161.776) train_loss=473.44079590 time/batch=0.97s
19672/10943 (epoch 161.785) train_loss=190.88183594 time/batch=0.44s
19673/10943 (epoch 161.793) train_loss=273.88772583 time/batch=0.56s
19674/10943 (epoch 161.801) train_loss=257.93090820 time/batch=0.54s
19675/10943 (epoch 161.809) train_loss=214.24325562 time/batch=0.53s
19676/10943 (epoch 161.818) train_loss=315.59744263 time/batch=0.67s
19677/10943 (epoch 161.826) train_loss=235.57513428 time/batch=0.55s
19678/10943 (epoch 161.834) train_loss=323.14929199 time/batch=0.64s
19679/10943 (epoch 161.842) train_loss=329.13421631 time/batch=0.66s
19680/10943 (epoch 161.850) train_loss=369.48626709 time/batch=0.73s
19681/10943 (epoch 161.859) train_loss=246.96826172 time/batch=0.61s
19682/10943 (epoch 161.867) train_loss=286.59030151 time/batch=0.63s
19683/10943 (epoch 161.875) train_loss=471.15557861 time/batch=0.92s
19684/10943 (epoch 161.883) train_loss=405.89691162 time/batch=0.83s
19685/10943 (epoch 161.892) train_loss=406.02923584 time/batch=0.77s
19686/10943 (epoch 161.900) train_loss=424.77310181 time/batch=0.83s
19687/10943 (epoch 161.908) train_loss=330.69268799 time/batch=0.75s
19688/10943 (epoch 161.916) train_loss=395.70202637 time/batch=0.82s
19689/10943 (epoch 161.924) train_loss=264.50845337 time/batch=0.62s
19690/10943 (epoch 161.933) train_loss=431.66946411 time/batch=0.91s
19691/10943 (epoch 161.941) train_loss=394.11334229 time/batch=0.83s
19692/10943 (epoch 161.949) train_loss=348.30691528 time/batch=0.82s
setting learning rate to 0.0011669
19693/10943 (epoch 161.957) train_loss=360.60034180 time/batch=0.80s
19694/10943 (epoch 161.966) train_loss=360.73516846 time/batch=0.80s
19695/10943 (epoch 161.974) train_loss=877.92584229 time/batch=1.74s
19696/10943 (epoch 161.982) train_loss=231.51119995 time/batch=0.59s
19697/10943 (epoch 161.990) train_loss=242.17843628 time/batch=0.51s
19698/10943 (epoch 161.998) train_loss=259.96279907 time/batch=0.55s
19699/10943 (epoch 162.007) train_loss=508.87896729 time/batch=0.96s
19700/10943 (epoch 162.015) train_loss=282.01467896 time/batch=0.63s
19701/10943 (epoch 162.023) train_loss=562.79589844 time/batch=1.12s
19702/10943 (epoch 162.031) train_loss=248.55474854 time/batch=0.56s
19703/10943 (epoch 162.040) train_loss=1093.69860840 time/batch=3.00s
19704/10943 (epoch 162.048) train_loss=581.64294434 time/batch=1.27s
19705/10943 (epoch 162.056) train_loss=545.07305908 time/batch=1.04s
19706/10943 (epoch 162.064) train_loss=315.24508667 time/batch=0.67s
19707/10943 (epoch 162.072) train_loss=691.70227051 time/batch=1.34s
19708/10943 (epoch 162.081) train_loss=538.82751465 time/batch=1.14s
19709/10943 (epoch 162.089) train_loss=721.44738770 time/batch=1.50s
19710/10943 (epoch 162.097) train_loss=244.43244934 time/batch=0.60s
19711/10943 (epoch 162.105) train_loss=193.39727783 time/batch=0.39s
19712/10943 (epoch 162.114) train_loss=671.17059326 time/batch=1.22s
19713/10943 (epoch 162.122) train_loss=386.93688965 time/batch=0.82s
19714/10943 (epoch 162.130) train_loss=605.95666504 time/batch=1.27s
19715/10943 (epoch 162.138) train_loss=421.53381348 time/batch=0.91s
19716/10943 (epoch 162.146) train_loss=208.82131958 time/batch=0.47s
19717/10943 (epoch 162.155) train_loss=440.47729492 time/batch=0.89s
19718/10943 (epoch 162.163) train_loss=280.44165039 time/batch=0.66s
19719/10943 (epoch 162.171) train_loss=366.53222656 time/batch=0.78s
19720/10943 (epoch 162.179) train_loss=180.49548340 time/batch=0.44s
19721/10943 (epoch 162.188) train_loss=727.64483643 time/batch=1.50s
19722/10943 (epoch 162.196) train_loss=282.14672852 time/batch=0.68s
19723/10943 (epoch 162.204) train_loss=372.85610962 time/batch=0.78s
19724/10943 (epoch 162.212) train_loss=562.41735840 time/batch=1.17s
19725/10943 (epoch 162.221) train_loss=539.53009033 time/batch=1.14s
19726/10943 (epoch 162.229) train_loss=498.62728882 time/batch=1.01s
19727/10943 (epoch 162.237) train_loss=480.00793457 time/batch=0.97s
19728/10943 (epoch 162.245) train_loss=307.04394531 time/batch=0.68s
19729/10943 (epoch 162.253) train_loss=342.08581543 time/batch=0.73s
19730/10943 (epoch 162.262) train_loss=171.57083130 time/batch=0.41s
19731/10943 (epoch 162.270) train_loss=164.20692444 time/batch=0.36s
19732/10943 (epoch 162.278) train_loss=603.84313965 time/batch=1.15s
19733/10943 (epoch 162.286) train_loss=267.99609375 time/batch=0.66s
19734/10943 (epoch 162.295) train_loss=167.04672241 time/batch=0.38s
19735/10943 (epoch 162.303) train_loss=312.15338135 time/batch=0.64s
19736/10943 (epoch 162.311) train_loss=139.59686279 time/batch=0.33s
19737/10943 (epoch 162.319) train_loss=127.88407898 time/batch=0.29s
19738/10943 (epoch 162.327) train_loss=263.97561646 time/batch=0.57s
19739/10943 (epoch 162.336) train_loss=336.71682739 time/batch=0.71s
19740/10943 (epoch 162.344) train_loss=326.41601562 time/batch=0.67s
19741/10943 (epoch 162.352) train_loss=361.30328369 time/batch=0.75s
19742/10943 (epoch 162.360) train_loss=154.55038452 time/batch=0.37s
19743/10943 (epoch 162.369) train_loss=113.66534424 time/batch=0.27s
19744/10943 (epoch 162.377) train_loss=243.09542847 time/batch=0.50s
19745/10943 (epoch 162.385) train_loss=525.61651611 time/batch=1.04s
19746/10943 (epoch 162.393) train_loss=139.53308105 time/batch=0.36s
19747/10943 (epoch 162.401) train_loss=324.68881226 time/batch=0.62s
19748/10943 (epoch 162.410) train_loss=532.52905273 time/batch=1.08s
19749/10943 (epoch 162.418) train_loss=368.13751221 time/batch=0.74s
19750/10943 (epoch 162.426) train_loss=364.93417358 time/batch=0.75s
19751/10943 (epoch 162.434) train_loss=231.77104187 time/batch=0.52s
19752/10943 (epoch 162.443) train_loss=478.20693970 time/batch=0.96s
19753/10943 (epoch 162.451) train_loss=362.80484009 time/batch=0.79s
19754/10943 (epoch 162.459) train_loss=248.65919495 time/batch=0.54s
19755/10943 (epoch 162.467) train_loss=155.77532959 time/batch=0.34s
19756/10943 (epoch 162.475) train_loss=285.31707764 time/batch=0.59s
19757/10943 (epoch 162.484) train_loss=315.00317383 time/batch=0.68s
19758/10943 (epoch 162.492) train_loss=406.28082275 time/batch=0.83s
19759/10943 (epoch 162.500) train_loss=268.82293701 time/batch=0.58s
19760/10943 (epoch 162.508) train_loss=194.10639954 time/batch=0.42s
19761/10943 (epoch 162.517) train_loss=239.74598694 time/batch=0.49s
19762/10943 (epoch 162.525) train_loss=362.79809570 time/batch=0.75s
19763/10943 (epoch 162.533) train_loss=460.27679443 time/batch=0.91s
19764/10943 (epoch 162.541) train_loss=194.39041138 time/batch=0.46s
19765/10943 (epoch 162.549) train_loss=140.22634888 time/batch=0.32s
19766/10943 (epoch 162.558) train_loss=269.80078125 time/batch=0.55s
19767/10943 (epoch 162.566) train_loss=425.24063110 time/batch=0.87s
19768/10943 (epoch 162.574) train_loss=184.59001160 time/batch=0.47s
19769/10943 (epoch 162.582) train_loss=461.77639771 time/batch=0.92s
19770/10943 (epoch 162.591) train_loss=230.34207153 time/batch=0.55s
19771/10943 (epoch 162.599) train_loss=324.92944336 time/batch=0.67s
19772/10943 (epoch 162.607) train_loss=225.04193115 time/batch=0.48s
19773/10943 (epoch 162.615) train_loss=255.28507996 time/batch=0.55s
19774/10943 (epoch 162.623) train_loss=387.48413086 time/batch=0.80s
19775/10943 (epoch 162.632) train_loss=279.65249634 time/batch=0.63s
19776/10943 (epoch 162.640) train_loss=210.41905212 time/batch=0.46s
19777/10943 (epoch 162.648) train_loss=227.22235107 time/batch=0.50s
19778/10943 (epoch 162.656) train_loss=368.11932373 time/batch=0.79s
19779/10943 (epoch 162.665) train_loss=394.19085693 time/batch=0.86s
19780/10943 (epoch 162.673) train_loss=515.77575684 time/batch=1.11s
19781/10943 (epoch 162.681) train_loss=405.35299683 time/batch=0.82s
19782/10943 (epoch 162.689) train_loss=167.89227295 time/batch=0.38s
19783/10943 (epoch 162.698) train_loss=351.96392822 time/batch=0.70s
19784/10943 (epoch 162.706) train_loss=209.14434814 time/batch=0.48s
19785/10943 (epoch 162.714) train_loss=244.62791443 time/batch=0.52s
19786/10943 (epoch 162.722) train_loss=367.83996582 time/batch=0.79s
19787/10943 (epoch 162.730) train_loss=214.94927979 time/batch=0.51s
19788/10943 (epoch 162.739) train_loss=184.99729919 time/batch=0.55s
19789/10943 (epoch 162.747) train_loss=326.32806396 time/batch=0.69s
19790/10943 (epoch 162.755) train_loss=305.01028442 time/batch=0.66s
19791/10943 (epoch 162.763) train_loss=279.51489258 time/batch=0.58s
19792/10943 (epoch 162.772) train_loss=410.61315918 time/batch=0.84s
19793/10943 (epoch 162.780) train_loss=323.56640625 time/batch=0.68s
19794/10943 (epoch 162.788) train_loss=437.43481445 time/batch=0.93s
19795/10943 (epoch 162.796) train_loss=289.89724731 time/batch=0.65s
19796/10943 (epoch 162.804) train_loss=343.53057861 time/batch=0.69s
19797/10943 (epoch 162.813) train_loss=435.15359497 time/batch=0.88s
19798/10943 (epoch 162.821) train_loss=415.97131348 time/batch=0.86s
19799/10943 (epoch 162.829) train_loss=297.72308350 time/batch=0.62s
19800/10943 (epoch 162.837) train_loss=249.85246277 time/batch=0.59s
19801/10943 (epoch 162.846) train_loss=375.25399780 time/batch=0.80s
19802/10943 (epoch 162.854) train_loss=294.34985352 time/batch=0.64s
19803/10943 (epoch 162.862) train_loss=278.07983398 time/batch=0.63s
19804/10943 (epoch 162.870) train_loss=294.97924805 time/batch=0.64s
19805/10943 (epoch 162.878) train_loss=395.89602661 time/batch=0.84s
19806/10943 (epoch 162.887) train_loss=423.49783325 time/batch=0.87s
19807/10943 (epoch 162.895) train_loss=321.59616089 time/batch=0.72s
19808/10943 (epoch 162.903) train_loss=275.75488281 time/batch=0.67s
19809/10943 (epoch 162.911) train_loss=414.30294800 time/batch=0.88s
19810/10943 (epoch 162.920) train_loss=348.77603149 time/batch=0.79s
19811/10943 (epoch 162.928) train_loss=322.56787109 time/batch=0.70s
19812/10943 (epoch 162.936) train_loss=358.49081421 time/batch=0.77s
19813/10943 (epoch 162.944) train_loss=316.06814575 time/batch=0.72s
setting learning rate to 0.0011319
19814/10943 (epoch 162.952) train_loss=468.09124756 time/batch=0.95s
19815/10943 (epoch 162.961) train_loss=873.39007568 time/batch=1.62s
19816/10943 (epoch 162.969) train_loss=304.64056396 time/batch=0.66s
19817/10943 (epoch 162.977) train_loss=463.48425293 time/batch=0.89s
19818/10943 (epoch 162.985) train_loss=709.90954590 time/batch=1.36s
19819/10943 (epoch 162.994) train_loss=414.25134277 time/batch=0.87s
19820/10943 (epoch 163.002) train_loss=471.50610352 time/batch=0.98s
19821/10943 (epoch 163.010) train_loss=545.46337891 time/batch=1.13s
19822/10943 (epoch 163.018) train_loss=689.65283203 time/batch=1.45s
19823/10943 (epoch 163.026) train_loss=629.31036377 time/batch=1.25s
19824/10943 (epoch 163.035) train_loss=821.25988770 time/batch=1.69s
19825/10943 (epoch 163.043) train_loss=590.14953613 time/batch=1.18s
19826/10943 (epoch 163.051) train_loss=496.90899658 time/batch=0.99s
19827/10943 (epoch 163.059) train_loss=1120.61547852 time/batch=3.06s
19828/10943 (epoch 163.068) train_loss=752.29907227 time/batch=1.92s
