vocabulary size: 226
n tunes: 4083
n train tunes: 3891.0
n validation tunes: 192.0
19470/10943 (epoch 160.123) train_loss=278.59820557 time/batch=0.45s
19471/10943 (epoch 160.132) train_loss=454.64489746 time/batch=0.75s
19472/10943 (epoch 160.140) train_loss=598.29522705 time/batch=0.96s
19473/10943 (epoch 160.148) train_loss=238.87890625 time/batch=0.45s
19474/10943 (epoch 160.156) train_loss=656.27490234 time/batch=0.95s
19475/10943 (epoch 160.164) train_loss=333.38195801 time/batch=0.60s
19476/10943 (epoch 160.173) train_loss=280.16369629 time/batch=0.48s
19477/10943 (epoch 160.181) train_loss=597.28674316 time/batch=0.94s
19478/10943 (epoch 160.189) train_loss=576.58398438 time/batch=0.94s
19479/10943 (epoch 160.197) train_loss=894.07067871 time/batch=1.32s
19480/10943 (epoch 160.206) train_loss=760.19995117 time/batch=1.19s
19481/10943 (epoch 160.214) train_loss=245.56320190 time/batch=0.47s
19482/10943 (epoch 160.222) train_loss=457.27142334 time/batch=0.73s
19483/10943 (epoch 160.230) train_loss=676.45373535 time/batch=1.06s
19484/10943 (epoch 160.238) train_loss=374.82400513 time/batch=0.67s
19485/10943 (epoch 160.247) train_loss=166.14685059 time/batch=0.31s
19486/10943 (epoch 160.255) train_loss=816.72003174 time/batch=1.21s
19487/10943 (epoch 160.263) train_loss=536.39849854 time/batch=0.92s
19488/10943 (epoch 160.271) train_loss=728.31750488 time/batch=1.19s
19489/10943 (epoch 160.280) train_loss=500.52828979 time/batch=0.87s
19490/10943 (epoch 160.288) train_loss=420.08532715 time/batch=0.68s
19491/10943 (epoch 160.296) train_loss=793.44647217 time/batch=1.31s
19492/10943 (epoch 160.304) train_loss=647.46728516 time/batch=1.07s
19493/10943 (epoch 160.313) train_loss=313.69375610 time/batch=0.59s
19494/10943 (epoch 160.321) train_loss=416.61187744 time/batch=0.69s
19495/10943 (epoch 160.329) train_loss=584.75109863 time/batch=0.94s
19496/10943 (epoch 160.337) train_loss=755.08203125 time/batch=1.21s
19497/10943 (epoch 160.345) train_loss=221.15975952 time/batch=0.45s
19498/10943 (epoch 160.354) train_loss=482.23516846 time/batch=0.76s
19499/10943 (epoch 160.362) train_loss=595.72320557 time/batch=0.98s
19500/10943 (epoch 160.370) train_loss=702.84643555 time/batch=1.13s
19501/10943 (epoch 160.378) train_loss=220.20959473 time/batch=0.43s
19502/10943 (epoch 160.387) train_loss=500.68801880 time/batch=0.79s
19503/10943 (epoch 160.395) train_loss=230.35021973 time/batch=0.42s
19504/10943 (epoch 160.403) train_loss=431.93511963 time/batch=0.70s
19505/10943 (epoch 160.411) train_loss=274.94607544 time/batch=0.47s
19506/10943 (epoch 160.419) train_loss=505.63891602 time/batch=0.80s
19507/10943 (epoch 160.428) train_loss=587.85528564 time/batch=0.99s
19508/10943 (epoch 160.436) train_loss=500.10888672 time/batch=0.84s
19509/10943 (epoch 160.444) train_loss=359.93371582 time/batch=0.60s
19510/10943 (epoch 160.452) train_loss=333.21295166 time/batch=0.56s
19511/10943 (epoch 160.461) train_loss=174.90695190 time/batch=0.32s
19512/10943 (epoch 160.469) train_loss=341.09957886 time/batch=0.55s
19513/10943 (epoch 160.477) train_loss=203.17959595 time/batch=0.37s
19514/10943 (epoch 160.485) train_loss=238.28961182 time/batch=0.40s
19515/10943 (epoch 160.493) train_loss=358.47570801 time/batch=0.59s
19516/10943 (epoch 160.502) train_loss=685.55163574 time/batch=1.11s
19517/10943 (epoch 160.510) train_loss=316.79486084 time/batch=0.59s
19518/10943 (epoch 160.518) train_loss=491.51879883 time/batch=0.82s
19519/10943 (epoch 160.526) train_loss=301.20513916 time/batch=0.53s
19520/10943 (epoch 160.535) train_loss=428.27490234 time/batch=0.68s
19521/10943 (epoch 160.543) train_loss=478.60424805 time/batch=0.80s
19522/10943 (epoch 160.551) train_loss=478.36022949 time/batch=0.80s
19523/10943 (epoch 160.559) train_loss=508.88827515 time/batch=0.85s
19524/10943 (epoch 160.567) train_loss=372.21307373 time/batch=0.66s
19525/10943 (epoch 160.576) train_loss=177.36247253 time/batch=0.33s
19526/10943 (epoch 160.584) train_loss=395.27661133 time/batch=0.62s
19527/10943 (epoch 160.592) train_loss=502.25857544 time/batch=0.83s
19528/10943 (epoch 160.600) train_loss=579.63995361 time/batch=1.02s
19529/10943 (epoch 160.609) train_loss=290.47390747 time/batch=0.53s
19530/10943 (epoch 160.617) train_loss=471.98211670 time/batch=0.75s
19531/10943 (epoch 160.625) train_loss=540.35546875 time/batch=0.87s
19532/10943 (epoch 160.633) train_loss=454.99255371 time/batch=0.75s
19533/10943 (epoch 160.641) train_loss=717.56433105 time/batch=1.42s
19534/10943 (epoch 160.650) train_loss=323.83551025 time/batch=0.60s
19535/10943 (epoch 160.658) train_loss=399.08569336 time/batch=0.63s
19536/10943 (epoch 160.666) train_loss=535.05651855 time/batch=0.86s
19537/10943 (epoch 160.674) train_loss=253.13827515 time/batch=0.48s
19538/10943 (epoch 160.683) train_loss=413.71343994 time/batch=0.65s
19539/10943 (epoch 160.691) train_loss=379.38696289 time/batch=0.63s
19540/10943 (epoch 160.699) train_loss=345.75616455 time/batch=0.59s
19541/10943 (epoch 160.707) train_loss=352.26269531 time/batch=0.60s
19542/10943 (epoch 160.715) train_loss=392.30319214 time/batch=0.65s
19543/10943 (epoch 160.724) train_loss=236.66311646 time/batch=0.46s
19544/10943 (epoch 160.732) train_loss=258.35159302 time/batch=0.45s
19545/10943 (epoch 160.740) train_loss=215.48942566 time/batch=0.45s
19546/10943 (epoch 160.748) train_loss=367.08532715 time/batch=0.61s
19547/10943 (epoch 160.757) train_loss=436.74316406 time/batch=0.71s
19548/10943 (epoch 160.765) train_loss=304.95428467 time/batch=0.56s
19549/10943 (epoch 160.773) train_loss=293.58312988 time/batch=0.49s
19550/10943 (epoch 160.781) train_loss=301.14242554 time/batch=0.50s
19551/10943 (epoch 160.790) train_loss=449.01434326 time/batch=0.73s
19552/10943 (epoch 160.798) train_loss=184.65646362 time/batch=0.35s
19553/10943 (epoch 160.806) train_loss=521.03125000 time/batch=0.84s
19554/10943 (epoch 160.814) train_loss=352.09082031 time/batch=0.62s
19555/10943 (epoch 160.822) train_loss=258.11614990 time/batch=0.52s
19556/10943 (epoch 160.831) train_loss=355.91870117 time/batch=0.60s
19557/10943 (epoch 160.839) train_loss=312.43756104 time/batch=0.54s
19558/10943 (epoch 160.847) train_loss=411.47964478 time/batch=0.66s
19559/10943 (epoch 160.855) train_loss=253.85806274 time/batch=0.57s
19560/10943 (epoch 160.864) train_loss=463.92742920 time/batch=0.71s
19561/10943 (epoch 160.872) train_loss=400.55496216 time/batch=0.68s
19562/10943 (epoch 160.880) train_loss=417.42431641 time/batch=0.68s
19563/10943 (epoch 160.888) train_loss=552.67211914 time/batch=1.01s
19564/10943 (epoch 160.896) train_loss=367.75314331 time/batch=0.65s
19565/10943 (epoch 160.905) train_loss=485.49169922 time/batch=0.86s
19566/10943 (epoch 160.913) train_loss=379.02386475 time/batch=0.71s
19567/10943 (epoch 160.921) train_loss=440.68829346 time/batch=0.73s
19568/10943 (epoch 160.929) train_loss=455.14141846 time/batch=0.88s
19569/10943 (epoch 160.938) train_loss=400.32296753 time/batch=0.70s
19570/10943 (epoch 160.946) train_loss=437.28778076 time/batch=0.71s
19571/10943 (epoch 160.954) train_loss=420.97500610 time/batch=0.73s
setting learning rate to 0.0012030
19572/10943 (epoch 160.962) train_loss=241.44487000 time/batch=0.45s
19573/10943 (epoch 160.970) train_loss=406.66082764 time/batch=0.64s
19574/10943 (epoch 160.979) train_loss=634.93035889 time/batch=1.03s
19575/10943 (epoch 160.987) train_loss=769.42614746 time/batch=1.27s
19576/10943 (epoch 160.995) train_loss=1509.29736328 time/batch=3.15s
19577/10943 (epoch 161.003) train_loss=978.74902344 time/batch=1.62s
19578/10943 (epoch 161.012) train_loss=497.69030762 time/batch=0.89s
19579/10943 (epoch 161.020) train_loss=639.84924316 time/batch=1.04s
19580/10943 (epoch 161.028) train_loss=455.54159546 time/batch=0.82s
19581/10943 (epoch 161.036) train_loss=482.65167236 time/batch=0.85s
19582/10943 (epoch 161.044) train_loss=297.43585205 time/batch=0.55s
19583/10943 (epoch 161.053) train_loss=1058.49450684 time/batch=1.65s
19584/10943 (epoch 161.061) train_loss=425.98986816 time/batch=0.85s
19585/10943 (epoch 161.069) train_loss=671.83660889 time/batch=1.11s
19586/10943 (epoch 161.077) train_loss=139.79127502 time/batch=0.34s
19587/10943 (epoch 161.086) train_loss=491.65795898 time/batch=0.80s
19588/10943 (epoch 161.094) train_loss=939.03417969 time/batch=1.55s
19589/10943 (epoch 161.102) train_loss=364.66354370 time/batch=0.69s
19590/10943 (epoch 161.110) train_loss=468.46350098 time/batch=0.77s
19591/10943 (epoch 161.118) train_loss=834.98895264 time/batch=1.38s
19592/10943 (epoch 161.127) train_loss=204.76486206 time/batch=0.46s
19593/10943 (epoch 161.135) train_loss=268.43200684 time/batch=0.45s
19594/10943 (epoch 161.143) train_loss=355.49200439 time/batch=0.61s
19595/10943 (epoch 161.151) train_loss=648.64953613 time/batch=1.05s
19596/10943 (epoch 161.160) train_loss=258.90820312 time/batch=0.50s
19597/10943 (epoch 161.168) train_loss=416.62997437 time/batch=0.67s
19598/10943 (epoch 161.176) train_loss=180.61190796 time/batch=0.35s
19599/10943 (epoch 161.184) train_loss=568.43054199 time/batch=0.92s
19600/10943 (epoch 161.192) train_loss=524.35382080 time/batch=0.89s
19601/10943 (epoch 161.201) train_loss=720.48870850 time/batch=1.17s
19602/10943 (epoch 161.209) train_loss=497.79174805 time/batch=0.84s
19603/10943 (epoch 161.217) train_loss=344.32070923 time/batch=0.61s
19604/10943 (epoch 161.225) train_loss=276.88586426 time/batch=0.49s
19605/10943 (epoch 161.234) train_loss=387.31854248 time/batch=0.63s
19606/10943 (epoch 161.242) train_loss=292.97378540 time/batch=0.52s
19607/10943 (epoch 161.250) train_loss=443.68902588 time/batch=0.71s
19608/10943 (epoch 161.258) train_loss=527.72991943 time/batch=0.91s
19609/10943 (epoch 161.267) train_loss=173.53375244 time/batch=0.36s
19610/10943 (epoch 161.275) train_loss=495.92684937 time/batch=0.81s
19611/10943 (epoch 161.283) train_loss=740.13940430 time/batch=1.20s
19612/10943 (epoch 161.291) train_loss=659.01745605 time/batch=1.04s
19613/10943 (epoch 161.299) train_loss=184.07104492 time/batch=0.38s
19614/10943 (epoch 161.308) train_loss=479.88067627 time/batch=0.76s
19615/10943 (epoch 161.316) train_loss=545.79882812 time/batch=0.90s
19616/10943 (epoch 161.324) train_loss=200.55155945 time/batch=0.40s
19617/10943 (epoch 161.332) train_loss=465.99743652 time/batch=0.78s
19618/10943 (epoch 161.341) train_loss=271.61508179 time/batch=0.48s
19619/10943 (epoch 161.349) train_loss=552.91625977 time/batch=0.88s
19620/10943 (epoch 161.357) train_loss=535.18127441 time/batch=0.89s
19621/10943 (epoch 161.365) train_loss=194.22460938 time/batch=0.40s
19622/10943 (epoch 161.373) train_loss=678.24353027 time/batch=1.05s
19623/10943 (epoch 161.382) train_loss=434.14147949 time/batch=0.75s
19624/10943 (epoch 161.390) train_loss=228.15013123 time/batch=0.42s
19625/10943 (epoch 161.398) train_loss=435.25500488 time/batch=0.69s
19626/10943 (epoch 161.406) train_loss=399.11853027 time/batch=0.69s
19627/10943 (epoch 161.415) train_loss=157.88435364 time/batch=0.31s
19628/10943 (epoch 161.423) train_loss=662.78112793 time/batch=1.05s
19629/10943 (epoch 161.431) train_loss=651.15167236 time/batch=1.17s
19630/10943 (epoch 161.439) train_loss=219.85229492 time/batch=0.44s
19631/10943 (epoch 161.447) train_loss=552.30657959 time/batch=0.89s
19632/10943 (epoch 161.456) train_loss=473.84844971 time/batch=0.79s
19633/10943 (epoch 161.464) train_loss=357.79235840 time/batch=0.62s
19634/10943 (epoch 161.472) train_loss=248.48739624 time/batch=0.44s
19635/10943 (epoch 161.480) train_loss=839.14337158 time/batch=1.39s
19636/10943 (epoch 161.489) train_loss=337.64065552 time/batch=0.65s
19637/10943 (epoch 161.497) train_loss=711.41632080 time/batch=1.20s
19638/10943 (epoch 161.505) train_loss=355.63488770 time/batch=0.66s
19639/10943 (epoch 161.513) train_loss=410.10644531 time/batch=0.67s
19640/10943 (epoch 161.521) train_loss=194.40492249 time/batch=0.39s
19641/10943 (epoch 161.530) train_loss=324.32250977 time/batch=0.54s
19642/10943 (epoch 161.538) train_loss=378.65554810 time/batch=0.63s
19643/10943 (epoch 161.546) train_loss=226.28839111 time/batch=0.41s
19644/10943 (epoch 161.554) train_loss=279.72943115 time/batch=0.49s
19645/10943 (epoch 161.563) train_loss=437.90728760 time/batch=0.74s
19646/10943 (epoch 161.571) train_loss=420.34497070 time/batch=0.70s
19647/10943 (epoch 161.579) train_loss=342.95776367 time/batch=0.62s
19648/10943 (epoch 161.587) train_loss=321.85443115 time/batch=0.56s
19649/10943 (epoch 161.595) train_loss=432.96484375 time/batch=0.70s
19650/10943 (epoch 161.604) train_loss=528.63781738 time/batch=0.88s
19651/10943 (epoch 161.612) train_loss=301.27383423 time/batch=0.57s
19652/10943 (epoch 161.620) train_loss=430.92584229 time/batch=0.70s
19653/10943 (epoch 161.628) train_loss=302.43359375 time/batch=0.54s
19654/10943 (epoch 161.637) train_loss=290.70471191 time/batch=0.51s
19655/10943 (epoch 161.645) train_loss=433.12023926 time/batch=0.73s
19656/10943 (epoch 161.653) train_loss=356.12442017 time/batch=0.63s
19657/10943 (epoch 161.661) train_loss=573.08270264 time/batch=0.92s
19658/10943 (epoch 161.669) train_loss=281.15429688 time/batch=0.52s
19659/10943 (epoch 161.678) train_loss=360.36923218 time/batch=0.61s
19660/10943 (epoch 161.686) train_loss=374.76422119 time/batch=0.63s
19661/10943 (epoch 161.694) train_loss=286.11370850 time/batch=0.49s
19662/10943 (epoch 161.702) train_loss=588.50183105 time/batch=0.96s
19663/10943 (epoch 161.711) train_loss=477.99951172 time/batch=0.83s
19664/10943 (epoch 161.719) train_loss=464.09478760 time/batch=0.80s
19665/10943 (epoch 161.727) train_loss=243.17398071 time/batch=0.49s
19666/10943 (epoch 161.735) train_loss=378.07720947 time/batch=0.63s
19667/10943 (epoch 161.744) train_loss=269.55593872 time/batch=0.49s
19668/10943 (epoch 161.752) train_loss=195.02351379 time/batch=0.38s
19669/10943 (epoch 161.760) train_loss=401.52008057 time/batch=0.64s
19670/10943 (epoch 161.768) train_loss=354.26898193 time/batch=0.64s
19671/10943 (epoch 161.776) train_loss=576.27819824 time/batch=0.98s
19672/10943 (epoch 161.785) train_loss=223.89402771 time/batch=0.44s
19673/10943 (epoch 161.793) train_loss=332.30490112 time/batch=0.57s
19674/10943 (epoch 161.801) train_loss=307.32177734 time/batch=0.53s
19675/10943 (epoch 161.809) train_loss=261.93164062 time/batch=0.54s
19676/10943 (epoch 161.818) train_loss=393.43646240 time/batch=0.67s
19677/10943 (epoch 161.826) train_loss=289.54620361 time/batch=0.56s
19678/10943 (epoch 161.834) train_loss=397.42663574 time/batch=0.65s
19679/10943 (epoch 161.842) train_loss=409.13442993 time/batch=0.67s
19680/10943 (epoch 161.850) train_loss=440.76184082 time/batch=0.73s
19681/10943 (epoch 161.859) train_loss=289.55914307 time/batch=0.61s
19682/10943 (epoch 161.867) train_loss=349.29983521 time/batch=0.63s
19683/10943 (epoch 161.875) train_loss=571.61682129 time/batch=0.94s
19684/10943 (epoch 161.883) train_loss=492.10009766 time/batch=0.83s
19685/10943 (epoch 161.892) train_loss=478.64114380 time/batch=0.78s
19686/10943 (epoch 161.900) train_loss=514.10687256 time/batch=0.85s
19687/10943 (epoch 161.908) train_loss=420.88973999 time/batch=0.77s
19688/10943 (epoch 161.916) train_loss=501.91052246 time/batch=0.83s
19689/10943 (epoch 161.924) train_loss=336.73315430 time/batch=0.64s
19690/10943 (epoch 161.933) train_loss=522.06481934 time/batch=0.93s
19691/10943 (epoch 161.941) train_loss=488.10455322 time/batch=0.85s
19692/10943 (epoch 161.949) train_loss=432.20233154 time/batch=0.83s
setting learning rate to 0.0011669
19693/10943 (epoch 161.957) train_loss=461.14730835 time/batch=0.81s
19694/10943 (epoch 161.966) train_loss=459.27536011 time/batch=0.82s
19695/10943 (epoch 161.974) train_loss=1072.14599609 time/batch=1.77s
19696/10943 (epoch 161.982) train_loss=283.12145996 time/batch=0.59s
19697/10943 (epoch 161.990) train_loss=298.56948853 time/batch=0.52s
19698/10943 (epoch 161.998) train_loss=320.56793213 time/batch=0.55s
19699/10943 (epoch 162.007) train_loss=627.84777832 time/batch=0.97s
19700/10943 (epoch 162.015) train_loss=344.36877441 time/batch=0.64s
19701/10943 (epoch 162.023) train_loss=695.40301514 time/batch=1.12s
19702/10943 (epoch 162.031) train_loss=289.72558594 time/batch=0.56s
19703/10943 (epoch 162.040) train_loss=1338.24841309 time/batch=3.07s
19704/10943 (epoch 162.048) train_loss=683.62829590 time/batch=1.28s
19705/10943 (epoch 162.056) train_loss=686.30670166 time/batch=1.06s
19706/10943 (epoch 162.064) train_loss=402.74246216 time/batch=0.69s
19707/10943 (epoch 162.072) train_loss=837.51477051 time/batch=1.35s
19708/10943 (epoch 162.081) train_loss=656.22271729 time/batch=1.15s
19709/10943 (epoch 162.089) train_loss=887.42736816 time/batch=1.52s
19710/10943 (epoch 162.097) train_loss=306.43933105 time/batch=0.60s
19711/10943 (epoch 162.105) train_loss=232.93930054 time/batch=0.40s
19712/10943 (epoch 162.114) train_loss=816.63360596 time/batch=1.24s
19713/10943 (epoch 162.122) train_loss=460.97015381 time/batch=0.83s
19714/10943 (epoch 162.130) train_loss=740.61370850 time/batch=1.29s
19715/10943 (epoch 162.138) train_loss=527.52770996 time/batch=0.93s
19716/10943 (epoch 162.146) train_loss=256.41140747 time/batch=0.47s
19717/10943 (epoch 162.155) train_loss=557.66772461 time/batch=0.91s
19718/10943 (epoch 162.163) train_loss=351.95251465 time/batch=0.65s
19719/10943 (epoch 162.171) train_loss=461.24145508 time/batch=0.80s
19720/10943 (epoch 162.179) train_loss=227.68182373 time/batch=0.44s
19721/10943 (epoch 162.188) train_loss=896.89849854 time/batch=1.51s
19722/10943 (epoch 162.196) train_loss=354.98956299 time/batch=0.67s
19723/10943 (epoch 162.204) train_loss=474.44540405 time/batch=0.80s
19724/10943 (epoch 162.212) train_loss=708.55029297 time/batch=1.18s
19725/10943 (epoch 162.221) train_loss=679.91760254 time/batch=1.16s
19726/10943 (epoch 162.229) train_loss=615.49377441 time/batch=1.03s
19727/10943 (epoch 162.237) train_loss=587.81665039 time/batch=0.97s
19728/10943 (epoch 162.245) train_loss=392.56286621 time/batch=0.68s
19729/10943 (epoch 162.253) train_loss=438.43768311 time/batch=0.74s
19730/10943 (epoch 162.262) train_loss=215.18289185 time/batch=0.41s
19731/10943 (epoch 162.270) train_loss=203.30285645 time/batch=0.36s
19732/10943 (epoch 162.278) train_loss=753.41931152 time/batch=1.16s
19733/10943 (epoch 162.286) train_loss=341.77584839 time/batch=0.66s
19734/10943 (epoch 162.295) train_loss=211.04542542 time/batch=0.39s
19735/10943 (epoch 162.303) train_loss=401.11517334 time/batch=0.65s
19736/10943 (epoch 162.311) train_loss=176.17372131 time/batch=0.33s
19737/10943 (epoch 162.319) train_loss=159.91046143 time/batch=0.29s
19738/10943 (epoch 162.327) train_loss=333.82983398 time/batch=0.56s
19739/10943 (epoch 162.336) train_loss=423.77392578 time/batch=0.72s
19740/10943 (epoch 162.344) train_loss=415.05096436 time/batch=0.68s
19741/10943 (epoch 162.352) train_loss=444.99069214 time/batch=0.74s
19742/10943 (epoch 162.360) train_loss=188.22372437 time/batch=0.37s
19743/10943 (epoch 162.369) train_loss=137.12646484 time/batch=0.27s
19744/10943 (epoch 162.377) train_loss=297.87789917 time/batch=0.52s
19745/10943 (epoch 162.385) train_loss=666.77947998 time/batch=1.05s
19746/10943 (epoch 162.393) train_loss=167.29949951 time/batch=0.37s
19747/10943 (epoch 162.401) train_loss=406.15972900 time/batch=0.64s
19748/10943 (epoch 162.410) train_loss=673.36895752 time/batch=1.09s
19749/10943 (epoch 162.418) train_loss=450.85717773 time/batch=0.76s
19750/10943 (epoch 162.426) train_loss=462.00109863 time/batch=0.76s
19751/10943 (epoch 162.434) train_loss=292.73596191 time/batch=0.52s
19752/10943 (epoch 162.443) train_loss=595.76940918 time/batch=0.98s
19753/10943 (epoch 162.451) train_loss=436.82458496 time/batch=0.81s
19754/10943 (epoch 162.459) train_loss=300.66027832 time/batch=0.55s
19755/10943 (epoch 162.467) train_loss=188.23147583 time/batch=0.34s
19756/10943 (epoch 162.475) train_loss=359.35845947 time/batch=0.60s
19757/10943 (epoch 162.484) train_loss=395.97198486 time/batch=0.69s
19758/10943 (epoch 162.492) train_loss=505.35369873 time/batch=0.85s
19759/10943 (epoch 162.500) train_loss=316.68469238 time/batch=0.59s
19760/10943 (epoch 162.508) train_loss=237.07083130 time/batch=0.42s
19761/10943 (epoch 162.517) train_loss=295.59106445 time/batch=0.49s
19762/10943 (epoch 162.525) train_loss=460.56185913 time/batch=0.76s
19763/10943 (epoch 162.533) train_loss=562.35980225 time/batch=0.93s
19764/10943 (epoch 162.541) train_loss=229.77713013 time/batch=0.47s
19765/10943 (epoch 162.549) train_loss=175.95768738 time/batch=0.32s
19766/10943 (epoch 162.558) train_loss=339.09637451 time/batch=0.55s
19767/10943 (epoch 162.566) train_loss=532.58380127 time/batch=0.88s
19768/10943 (epoch 162.574) train_loss=224.80201721 time/batch=0.47s
19769/10943 (epoch 162.582) train_loss=573.99536133 time/batch=0.91s
19770/10943 (epoch 162.591) train_loss=293.15338135 time/batch=0.56s
19771/10943 (epoch 162.599) train_loss=432.08059692 time/batch=0.68s
19772/10943 (epoch 162.607) train_loss=282.56005859 time/batch=0.48s
19773/10943 (epoch 162.615) train_loss=318.07443237 time/batch=0.56s
19774/10943 (epoch 162.623) train_loss=496.91802979 time/batch=0.82s
19775/10943 (epoch 162.632) train_loss=361.77996826 time/batch=0.63s
19776/10943 (epoch 162.640) train_loss=262.79888916 time/batch=0.46s
19777/10943 (epoch 162.648) train_loss=286.10507202 time/batch=0.50s
19778/10943 (epoch 162.656) train_loss=471.67663574 time/batch=0.80s
19779/10943 (epoch 162.665) train_loss=509.15789795 time/batch=0.88s
19780/10943 (epoch 162.673) train_loss=658.94677734 time/batch=1.14s
19781/10943 (epoch 162.681) train_loss=488.22537231 time/batch=0.82s
19782/10943 (epoch 162.689) train_loss=195.54156494 time/batch=0.38s
19783/10943 (epoch 162.698) train_loss=437.37701416 time/batch=0.70s
19784/10943 (epoch 162.706) train_loss=262.92761230 time/batch=0.49s
19785/10943 (epoch 162.714) train_loss=301.12310791 time/batch=0.53s
19786/10943 (epoch 162.722) train_loss=470.80377197 time/batch=0.80s
19787/10943 (epoch 162.730) train_loss=270.86444092 time/batch=0.50s
19788/10943 (epoch 162.739) train_loss=228.60568237 time/batch=0.56s
19789/10943 (epoch 162.747) train_loss=419.45837402 time/batch=0.71s
19790/10943 (epoch 162.755) train_loss=380.13018799 time/batch=0.67s
19791/10943 (epoch 162.763) train_loss=337.86862183 time/batch=0.59s
19792/10943 (epoch 162.772) train_loss=509.15042114 time/batch=0.85s
19793/10943 (epoch 162.780) train_loss=393.31738281 time/batch=0.67s
19794/10943 (epoch 162.788) train_loss=549.75921631 time/batch=0.94s
19795/10943 (epoch 162.796) train_loss=368.96667480 time/batch=0.67s
19796/10943 (epoch 162.804) train_loss=432.56976318 time/batch=0.70s
19797/10943 (epoch 162.813) train_loss=539.10876465 time/batch=0.90s
19798/10943 (epoch 162.821) train_loss=505.03787231 time/batch=0.86s
19799/10943 (epoch 162.829) train_loss=369.02493286 time/batch=0.64s
19800/10943 (epoch 162.837) train_loss=314.64514160 time/batch=0.59s
19801/10943 (epoch 162.846) train_loss=472.86291504 time/batch=0.81s
19802/10943 (epoch 162.854) train_loss=364.56045532 time/batch=0.63s
19803/10943 (epoch 162.862) train_loss=356.49371338 time/batch=0.63s
19804/10943 (epoch 162.870) train_loss=377.06027222 time/batch=0.64s
19805/10943 (epoch 162.878) train_loss=481.52758789 time/batch=0.83s
19806/10943 (epoch 162.887) train_loss=525.03417969 time/batch=0.90s
19807/10943 (epoch 162.895) train_loss=403.97894287 time/batch=0.73s
19808/10943 (epoch 162.903) train_loss=356.47247314 time/batch=0.69s
19809/10943 (epoch 162.911) train_loss=522.17028809 time/batch=0.89s
19810/10943 (epoch 162.920) train_loss=451.48333740 time/batch=0.79s
19811/10943 (epoch 162.928) train_loss=415.46563721 time/batch=0.72s
19812/10943 (epoch 162.936) train_loss=445.72113037 time/batch=0.79s
19813/10943 (epoch 162.944) train_loss=402.45449829 time/batch=0.74s
setting learning rate to 0.0011319
19814/10943 (epoch 162.952) train_loss=560.09057617 time/batch=0.96s
19815/10943 (epoch 162.961) train_loss=1016.88372803 time/batch=1.65s
19816/10943 (epoch 162.969) train_loss=327.50909424 time/batch=0.66s
19817/10943 (epoch 162.977) train_loss=558.29180908 time/batch=0.92s
19818/10943 (epoch 162.985) train_loss=849.19860840 time/batch=1.39s
19819/10943 (epoch 162.994) train_loss=511.93145752 time/batch=0.90s
19820/10943 (epoch 163.002) train_loss=580.89392090 time/batch=0.99s
19821/10943 (epoch 163.010) train_loss=679.08361816 time/batch=1.14s
19822/10943 (epoch 163.018) train_loss=860.45495605 time/batch=1.48s
19823/10943 (epoch 163.026) train_loss=754.93237305 time/batch=1.27s
19824/10943 (epoch 163.035) train_loss=932.56622314 time/batch=1.72s
19825/10943 (epoch 163.043) train_loss=695.58190918 time/batch=1.19s
19826/10943 (epoch 163.051) train_loss=582.91644287 time/batch=1.00s
