vocabulary size: 226
n tunes: 26239
n train tunes: 24959.0
n validation tunes: 1280.0
42/19499 (epoch 0.108) train_loss=240.54302979 time/batch=0.46s
43/19499 (epoch 0.110) train_loss=962.69177246 time/batch=1.39s
44/19499 (epoch 0.113) train_loss=346.74212646 time/batch=0.74s
45/19499 (epoch 0.115) train_loss=719.67541504 time/batch=1.11s
46/19499 (epoch 0.118) train_loss=468.06793213 time/batch=0.88s
47/19499 (epoch 0.121) train_loss=828.93115234 time/batch=1.26s
48/19499 (epoch 0.123) train_loss=494.10382080 time/batch=0.88s
49/19499 (epoch 0.126) train_loss=261.91809082 time/batch=0.50s
50/19499 (epoch 0.128) train_loss=763.34344482 time/batch=1.12s
51/19499 (epoch 0.131) train_loss=1282.19458008 time/batch=1.96s
52/19499 (epoch 0.133) train_loss=795.76013184 time/batch=1.28s
53/19499 (epoch 0.136) train_loss=931.02746582 time/batch=1.25s
54/19499 (epoch 0.138) train_loss=925.93103027 time/batch=1.35s
55/19499 (epoch 0.141) train_loss=465.94598389 time/batch=0.81s
56/19499 (epoch 0.144) train_loss=247.12100220 time/batch=0.44s
57/19499 (epoch 0.146) train_loss=555.02496338 time/batch=0.84s
58/19499 (epoch 0.149) train_loss=977.65612793 time/batch=1.51s
59/19499 (epoch 0.151) train_loss=953.20495605 time/batch=1.50s
60/19499 (epoch 0.154) train_loss=573.79840088 time/batch=0.98s
61/19499 (epoch 0.156) train_loss=552.22875977 time/batch=0.85s
62/19499 (epoch 0.159) train_loss=1442.36523438 time/batch=2.30s
63/19499 (epoch 0.162) train_loss=1137.12292480 time/batch=1.74s
64/19499 (epoch 0.164) train_loss=708.45703125 time/batch=1.17s
65/19499 (epoch 0.167) train_loss=872.24652100 time/batch=1.37s
66/19499 (epoch 0.169) train_loss=291.59991455 time/batch=0.65s
67/19499 (epoch 0.172) train_loss=594.10314941 time/batch=0.90s
68/19499 (epoch 0.174) train_loss=666.26904297 time/batch=1.09s
69/19499 (epoch 0.177) train_loss=243.32650757 time/batch=0.55s
70/19499 (epoch 0.179) train_loss=245.54814148 time/batch=0.43s
71/19499 (epoch 0.182) train_loss=1212.73352051 time/batch=1.86s
72/19499 (epoch 0.185) train_loss=250.55480957 time/batch=0.69s
73/19499 (epoch 0.187) train_loss=641.25329590 time/batch=0.97s
74/19499 (epoch 0.190) train_loss=315.11840820 time/batch=0.62s
75/19499 (epoch 0.192) train_loss=443.69174194 time/batch=0.75s
76/19499 (epoch 0.195) train_loss=772.44055176 time/batch=1.21s
77/19499 (epoch 0.197) train_loss=919.26806641 time/batch=1.41s
78/19499 (epoch 0.200) train_loss=1227.11462402 time/batch=1.77s
79/19499 (epoch 0.203) train_loss=918.82379150 time/batch=1.48s
80/19499 (epoch 0.205) train_loss=1171.25329590 time/batch=1.80s
81/19499 (epoch 0.208) train_loss=615.07574463 time/batch=1.12s
82/19499 (epoch 0.210) train_loss=409.10290527 time/batch=0.76s
83/19499 (epoch 0.213) train_loss=421.78155518 time/batch=0.73s
84/19499 (epoch 0.215) train_loss=607.56835938 time/batch=0.97s
85/19499 (epoch 0.218) train_loss=449.30664062 time/batch=0.82s
86/19499 (epoch 0.221) train_loss=681.30969238 time/batch=1.10s
87/19499 (epoch 0.223) train_loss=344.84240723 time/batch=0.70s
88/19499 (epoch 0.226) train_loss=873.79504395 time/batch=1.32s
89/19499 (epoch 0.228) train_loss=386.01800537 time/batch=0.79s
90/19499 (epoch 0.231) train_loss=337.77679443 time/batch=0.60s
91/19499 (epoch 0.233) train_loss=563.65466309 time/batch=0.91s
92/19499 (epoch 0.236) train_loss=405.05816650 time/batch=0.76s
93/19499 (epoch 0.238) train_loss=1059.10510254 time/batch=1.61s
94/19499 (epoch 0.241) train_loss=788.72998047 time/batch=1.33s
95/19499 (epoch 0.244) train_loss=444.75634766 time/batch=0.81s
96/19499 (epoch 0.246) train_loss=229.88623047 time/batch=0.46s
97/19499 (epoch 0.249) train_loss=663.06750488 time/batch=0.99s
98/19499 (epoch 0.251) train_loss=367.10363770 time/batch=0.72s
99/19499 (epoch 0.254) train_loss=635.25958252 time/batch=1.01s
100/19499 (epoch 0.256) train_loss=890.47357178 time/batch=1.42s
101/19499 (epoch 0.259) train_loss=486.41122437 time/batch=0.94s
102/19499 (epoch 0.262) train_loss=177.65060425 time/batch=0.37s
103/19499 (epoch 0.264) train_loss=878.36785889 time/batch=1.30s
104/19499 (epoch 0.267) train_loss=929.92675781 time/batch=1.51s
105/19499 (epoch 0.269) train_loss=1023.53729248 time/batch=1.67s
106/19499 (epoch 0.272) train_loss=707.37719727 time/batch=1.23s
107/19499 (epoch 0.274) train_loss=461.42648315 time/batch=0.86s
108/19499 (epoch 0.277) train_loss=289.29769897 time/batch=0.55s
109/19499 (epoch 0.279) train_loss=333.68347168 time/batch=0.58s
110/19499 (epoch 0.282) train_loss=284.17864990 time/batch=0.52s
111/19499 (epoch 0.285) train_loss=408.36157227 time/batch=0.69s
112/19499 (epoch 0.287) train_loss=173.41448975 time/batch=0.37s
113/19499 (epoch 0.290) train_loss=610.88641357 time/batch=0.93s
114/19499 (epoch 0.292) train_loss=233.80316162 time/batch=0.52s
115/19499 (epoch 0.295) train_loss=290.25982666 time/batch=0.49s
116/19499 (epoch 0.297) train_loss=204.40966797 time/batch=0.37s
117/19499 (epoch 0.300) train_loss=313.24862671 time/batch=0.53s
118/19499 (epoch 0.303) train_loss=356.17822266 time/batch=0.62s
119/19499 (epoch 0.305) train_loss=230.70521545 time/batch=0.45s
120/19499 (epoch 0.308) train_loss=478.28002930 time/batch=0.75s
121/19499 (epoch 0.310) train_loss=387.84527588 time/batch=0.71s
122/19499 (epoch 0.313) train_loss=812.87268066 time/batch=1.20s
123/19499 (epoch 0.315) train_loss=264.14031982 time/batch=0.57s
124/19499 (epoch 0.318) train_loss=268.35748291 time/batch=0.46s
125/19499 (epoch 0.321) train_loss=643.59265137 time/batch=1.00s
126/19499 (epoch 0.323) train_loss=272.15313721 time/batch=0.56s
127/19499 (epoch 0.326) train_loss=384.09490967 time/batch=0.64s
128/19499 (epoch 0.328) train_loss=561.88378906 time/batch=0.92s
129/19499 (epoch 0.331) train_loss=682.19116211 time/batch=1.13s
130/19499 (epoch 0.333) train_loss=463.31832886 time/batch=0.83s
131/19499 (epoch 0.336) train_loss=701.81451416 time/batch=1.15s
132/19499 (epoch 0.338) train_loss=355.10968018 time/batch=0.72s
133/19499 (epoch 0.341) train_loss=214.08541870 time/batch=0.41s
134/19499 (epoch 0.344) train_loss=458.19342041 time/batch=0.73s
135/19499 (epoch 0.346) train_loss=330.55310059 time/batch=0.64s
136/19499 (epoch 0.349) train_loss=835.16455078 time/batch=1.35s
137/19499 (epoch 0.351) train_loss=190.36694336 time/batch=0.53s
138/19499 (epoch 0.354) train_loss=310.37384033 time/batch=0.51s
139/19499 (epoch 0.356) train_loss=598.95397949 time/batch=0.94s
140/19499 (epoch 0.359) train_loss=184.51292419 time/batch=0.45s
141/19499 (epoch 0.362) train_loss=714.29553223 time/batch=1.07s
142/19499 (epoch 0.364) train_loss=520.85168457 time/batch=0.93s
143/19499 (epoch 0.367) train_loss=377.84170532 time/batch=0.70s
144/19499 (epoch 0.369) train_loss=259.09454346 time/batch=0.49s
145/19499 (epoch 0.372) train_loss=566.07067871 time/batch=0.89s
146/19499 (epoch 0.374) train_loss=358.48449707 time/batch=0.71s
147/19499 (epoch 0.377) train_loss=498.95034790 time/batch=0.79s
148/19499 (epoch 0.380) train_loss=675.90698242 time/batch=1.07s
149/19499 (epoch 0.382) train_loss=514.77343750 time/batch=0.90s
150/19499 (epoch 0.385) train_loss=319.86157227 time/batch=0.63s
151/19499 (epoch 0.387) train_loss=446.41296387 time/batch=0.74s
152/19499 (epoch 0.390) train_loss=402.03967285 time/batch=0.73s
153/19499 (epoch 0.392) train_loss=449.49868774 time/batch=0.78s
154/19499 (epoch 0.395) train_loss=452.14202881 time/batch=0.84s
155/19499 (epoch 0.397) train_loss=682.00360107 time/batch=1.14s
156/19499 (epoch 0.400) train_loss=550.61706543 time/batch=0.98s
157/19499 (epoch 0.403) train_loss=519.83526611 time/batch=0.90s
158/19499 (epoch 0.405) train_loss=512.25714111 time/batch=0.90s
159/19499 (epoch 0.408) train_loss=693.39862061 time/batch=1.11s
160/19499 (epoch 0.410) train_loss=424.85128784 time/batch=0.80s
161/19499 (epoch 0.413) train_loss=476.74499512 time/batch=0.82s
162/19499 (epoch 0.415) train_loss=486.98736572 time/batch=0.86s
163/19499 (epoch 0.418) train_loss=292.25604248 time/batch=0.58s
164/19499 (epoch 0.421) train_loss=328.81640625 time/batch=0.56s
165/19499 (epoch 0.423) train_loss=402.70471191 time/batch=0.68s
166/19499 (epoch 0.426) train_loss=256.83740234 time/batch=0.49s
167/19499 (epoch 0.428) train_loss=334.55334473 time/batch=0.59s
168/19499 (epoch 0.431) train_loss=407.96899414 time/batch=0.70s
169/19499 (epoch 0.433) train_loss=545.19683838 time/batch=0.92s
170/19499 (epoch 0.436) train_loss=294.81280518 time/batch=0.58s
171/19499 (epoch 0.438) train_loss=735.16119385 time/batch=1.17s
172/19499 (epoch 0.441) train_loss=702.63830566 time/batch=1.22s
173/19499 (epoch 0.444) train_loss=557.86444092 time/batch=1.00s
174/19499 (epoch 0.446) train_loss=720.48657227 time/batch=1.19s
175/19499 (epoch 0.449) train_loss=279.56918335 time/batch=0.61s
176/19499 (epoch 0.451) train_loss=534.71228027 time/batch=0.86s
177/19499 (epoch 0.454) train_loss=429.73919678 time/batch=0.81s
178/19499 (epoch 0.456) train_loss=669.78344727 time/batch=1.11s
179/19499 (epoch 0.459) train_loss=351.13037109 time/batch=0.73s
180/19499 (epoch 0.462) train_loss=612.88684082 time/batch=1.00s
181/19499 (epoch 0.464) train_loss=227.89913940 time/batch=0.52s
182/19499 (epoch 0.467) train_loss=908.48205566 time/batch=1.43s
183/19499 (epoch 0.469) train_loss=419.59783936 time/batch=0.88s
184/19499 (epoch 0.472) train_loss=659.76373291 time/batch=1.05s
185/19499 (epoch 0.474) train_loss=427.05276489 time/batch=0.80s
186/19499 (epoch 0.477) train_loss=191.49295044 time/batch=0.40s
187/19499 (epoch 0.480) train_loss=437.35440063 time/batch=0.73s
188/19499 (epoch 0.482) train_loss=366.61682129 time/batch=0.70s
189/19499 (epoch 0.485) train_loss=436.16061401 time/batch=0.73s
190/19499 (epoch 0.487) train_loss=169.09408569 time/batch=0.37s
191/19499 (epoch 0.490) train_loss=570.16754150 time/batch=0.89s
192/19499 (epoch 0.492) train_loss=503.64898682 time/batch=0.92s
193/19499 (epoch 0.495) train_loss=308.11566162 time/batch=0.59s
194/19499 (epoch 0.497) train_loss=742.48583984 time/batch=1.18s
195/19499 (epoch 0.500) train_loss=207.76943970 time/batch=0.53s
196/19499 (epoch 0.503) train_loss=652.10058594 time/batch=1.02s
197/19499 (epoch 0.505) train_loss=284.99362183 time/batch=0.60s
198/19499 (epoch 0.508) train_loss=808.28155518 time/batch=1.35s
199/19499 (epoch 0.510) train_loss=612.14660645 time/batch=1.10s
200/19499 (epoch 0.513) train_loss=394.49401855 time/batch=0.75s
201/19499 (epoch 0.515) train_loss=684.67718506 time/batch=1.14s
202/19499 (epoch 0.518) train_loss=664.45245361 time/batch=1.14s
203/19499 (epoch 0.521) train_loss=672.78723145 time/batch=1.14s
204/19499 (epoch 0.523) train_loss=294.05694580 time/batch=0.64s
205/19499 (epoch 0.526) train_loss=624.25219727 time/batch=0.97s
206/19499 (epoch 0.528) train_loss=286.48504639 time/batch=0.61s
207/19499 (epoch 0.531) train_loss=243.44078064 time/batch=0.47s
208/19499 (epoch 0.533) train_loss=354.40121460 time/batch=0.62s
209/19499 (epoch 0.536) train_loss=257.89614868 time/batch=0.49s
210/19499 (epoch 0.538) train_loss=482.67675781 time/batch=0.74s
211/19499 (epoch 0.541) train_loss=316.51391602 time/batch=0.62s
212/19499 (epoch 0.544) train_loss=628.25164795 time/batch=1.03s
213/19499 (epoch 0.546) train_loss=382.33474731 time/batch=0.75s
214/19499 (epoch 0.549) train_loss=334.20452881 time/batch=0.63s
215/19499 (epoch 0.551) train_loss=503.40814209 time/batch=0.84s
216/19499 (epoch 0.554) train_loss=538.14953613 time/batch=0.94s
217/19499 (epoch 0.556) train_loss=460.21948242 time/batch=0.86s
218/19499 (epoch 0.559) train_loss=330.13958740 time/batch=0.61s
219/19499 (epoch 0.562) train_loss=444.19290161 time/batch=0.77s
220/19499 (epoch 0.564) train_loss=531.31494141 time/batch=0.89s
221/19499 (epoch 0.567) train_loss=455.02951050 time/batch=0.84s
222/19499 (epoch 0.569) train_loss=619.23541260 time/batch=1.00s
223/19499 (epoch 0.572) train_loss=588.08416748 time/batch=0.99s
224/19499 (epoch 0.574) train_loss=296.51663208 time/batch=0.62s
225/19499 (epoch 0.577) train_loss=301.04132080 time/batch=0.54s
226/19499 (epoch 0.580) train_loss=575.05993652 time/batch=0.94s
227/19499 (epoch 0.582) train_loss=579.56091309 time/batch=1.03s
228/19499 (epoch 0.585) train_loss=521.18609619 time/batch=0.95s
229/19499 (epoch 0.587) train_loss=544.03967285 time/batch=0.95s
230/19499 (epoch 0.590) train_loss=499.91729736 time/batch=0.91s
231/19499 (epoch 0.592) train_loss=339.61053467 time/batch=0.67s
232/19499 (epoch 0.595) train_loss=789.71984863 time/batch=1.20s
233/19499 (epoch 0.597) train_loss=430.60598755 time/batch=0.84s
234/19499 (epoch 0.600) train_loss=333.08697510 time/batch=0.63s
235/19499 (epoch 0.603) train_loss=420.37081909 time/batch=0.73s
236/19499 (epoch 0.605) train_loss=329.59661865 time/batch=0.63s
237/19499 (epoch 0.608) train_loss=547.74816895 time/batch=0.89s
238/19499 (epoch 0.610) train_loss=907.26330566 time/batch=1.45s
239/19499 (epoch 0.613) train_loss=540.52026367 time/batch=1.01s
240/19499 (epoch 0.615) train_loss=528.34326172 time/batch=0.92s
241/19499 (epoch 0.618) train_loss=752.57299805 time/batch=1.22s
242/19499 (epoch 0.621) train_loss=272.28967285 time/batch=0.61s
243/19499 (epoch 0.623) train_loss=299.82812500 time/batch=0.54s
244/19499 (epoch 0.626) train_loss=706.98559570 time/batch=1.12s
245/19499 (epoch 0.628) train_loss=463.76440430 time/batch=0.91s
246/19499 (epoch 0.631) train_loss=606.76477051 time/batch=1.01s
247/19499 (epoch 0.633) train_loss=419.35665894 time/batch=0.79s
248/19499 (epoch 0.636) train_loss=725.24108887 time/batch=1.41s
249/19499 (epoch 0.638) train_loss=758.96429443 time/batch=1.53s
250/19499 (epoch 0.641) train_loss=533.83605957 time/batch=1.04s
251/19499 (epoch 0.644) train_loss=454.11279297 time/batch=0.84s
252/19499 (epoch 0.646) train_loss=692.01715088 time/batch=1.12s
253/19499 (epoch 0.649) train_loss=341.56072998 time/batch=0.72s
254/19499 (epoch 0.651) train_loss=329.48135376 time/batch=0.61s
255/19499 (epoch 0.654) train_loss=428.29772949 time/batch=0.75s
256/19499 (epoch 0.656) train_loss=472.01809692 time/batch=0.84s
257/19499 (epoch 0.659) train_loss=311.73306274 time/batch=0.63s
258/19499 (epoch 0.662) train_loss=612.13574219 time/batch=0.98s
259/19499 (epoch 0.664) train_loss=437.66641235 time/batch=0.80s
260/19499 (epoch 0.667) train_loss=425.02886963 time/batch=0.74s
261/19499 (epoch 0.669) train_loss=583.39483643 time/batch=0.98s
262/19499 (epoch 0.672) train_loss=443.06790161 time/batch=0.85s
263/19499 (epoch 0.674) train_loss=401.07080078 time/batch=0.73s
264/19499 (epoch 0.677) train_loss=438.07653809 time/batch=0.79s
265/19499 (epoch 0.680) train_loss=694.25683594 time/batch=1.13s
266/19499 (epoch 0.682) train_loss=386.46002197 time/batch=0.75s
267/19499 (epoch 0.685) train_loss=451.91436768 time/batch=0.80s
268/19499 (epoch 0.687) train_loss=267.47277832 time/batch=0.54s
269/19499 (epoch 0.690) train_loss=363.77819824 time/batch=0.64s
270/19499 (epoch 0.692) train_loss=707.93359375 time/batch=1.15s
271/19499 (epoch 0.695) train_loss=555.22869873 time/batch=1.00s
272/19499 (epoch 0.697) train_loss=341.29641724 time/batch=0.68s
273/19499 (epoch 0.700) train_loss=391.58599854 time/batch=0.70s
274/19499 (epoch 0.703) train_loss=366.24041748 time/batch=0.67s
275/19499 (epoch 0.705) train_loss=440.07623291 time/batch=0.75s
276/19499 (epoch 0.708) train_loss=435.12326050 time/batch=0.78s
277/19499 (epoch 0.710) train_loss=530.18688965 time/batch=0.91s
278/19499 (epoch 0.713) train_loss=308.80618286 time/batch=0.64s
279/19499 (epoch 0.715) train_loss=362.65124512 time/batch=0.65s
280/19499 (epoch 0.718) train_loss=557.95825195 time/batch=0.91s
281/19499 (epoch 0.721) train_loss=383.37121582 time/batch=0.73s
282/19499 (epoch 0.723) train_loss=500.50396729 time/batch=0.86s
283/19499 (epoch 0.726) train_loss=346.56884766 time/batch=0.68s
284/19499 (epoch 0.728) train_loss=513.75585938 time/batch=0.86s
285/19499 (epoch 0.731) train_loss=691.48217773 time/batch=1.17s
286/19499 (epoch 0.733) train_loss=369.65594482 time/batch=0.74s
287/19499 (epoch 0.736) train_loss=374.44284058 time/batch=0.67s
288/19499 (epoch 0.738) train_loss=438.10372925 time/batch=0.78s
289/19499 (epoch 0.741) train_loss=470.76678467 time/batch=0.85s
290/19499 (epoch 0.744) train_loss=425.30426025 time/batch=0.77s
291/19499 (epoch 0.746) train_loss=562.63330078 time/batch=0.94s
292/19499 (epoch 0.749) train_loss=505.84210205 time/batch=0.92s
293/19499 (epoch 0.751) train_loss=356.74423218 time/batch=0.69s
294/19499 (epoch 0.754) train_loss=408.63317871 time/batch=0.72s
295/19499 (epoch 0.756) train_loss=238.38438416 time/batch=0.51s
296/19499 (epoch 0.759) train_loss=623.51977539 time/batch=1.04s
297/19499 (epoch 0.762) train_loss=469.84594727 time/batch=0.90s
298/19499 (epoch 0.764) train_loss=416.04223633 time/batch=0.77s
299/19499 (epoch 0.767) train_loss=432.27624512 time/batch=0.78s
300/19499 (epoch 0.769) train_loss=492.41125488 time/batch=0.85s
301/19499 (epoch 0.772) train_loss=429.98919678 time/batch=0.82s
302/19499 (epoch 0.774) train_loss=512.66339111 time/batch=0.90s
303/19499 (epoch 0.777) train_loss=526.03643799 time/batch=0.93s
304/19499 (epoch 0.780) train_loss=460.14648438 time/batch=0.87s
305/19499 (epoch 0.782) train_loss=506.04574585 time/batch=0.89s
306/19499 (epoch 0.785) train_loss=577.81481934 time/batch=1.02s
307/19499 (epoch 0.787) train_loss=339.50671387 time/batch=0.68s
308/19499 (epoch 0.790) train_loss=346.38223267 time/batch=0.63s
309/19499 (epoch 0.792) train_loss=382.90866089 time/batch=0.68s
310/19499 (epoch 0.795) train_loss=325.17291260 time/batch=0.60s
311/19499 (epoch 0.797) train_loss=509.02188110 time/batch=0.85s
312/19499 (epoch 0.800) train_loss=475.86221313 time/batch=0.85s
313/19499 (epoch 0.803) train_loss=365.91070557 time/batch=0.70s
314/19499 (epoch 0.805) train_loss=551.91040039 time/batch=0.93s
315/19499 (epoch 0.808) train_loss=452.11688232 time/batch=0.84s
316/19499 (epoch 0.810) train_loss=480.92321777 time/batch=0.84s
317/19499 (epoch 0.813) train_loss=469.88317871 time/batch=0.84s
318/19499 (epoch 0.815) train_loss=544.97143555 time/batch=0.93s
319/19499 (epoch 0.818) train_loss=439.96194458 time/batch=0.83s
320/19499 (epoch 0.821) train_loss=480.92730713 time/batch=0.85s
321/19499 (epoch 0.823) train_loss=456.90539551 time/batch=0.84s
322/19499 (epoch 0.826) train_loss=265.37561035 time/batch=0.55s
323/19499 (epoch 0.828) train_loss=437.08386230 time/batch=0.76s
324/19499 (epoch 0.831) train_loss=427.43701172 time/batch=0.79s
325/19499 (epoch 0.833) train_loss=327.83105469 time/batch=0.63s
326/19499 (epoch 0.836) train_loss=501.09548950 time/batch=0.85s
327/19499 (epoch 0.838) train_loss=396.46359253 time/batch=0.73s
328/19499 (epoch 0.841) train_loss=565.18566895 time/batch=0.99s
329/19499 (epoch 0.844) train_loss=348.16644287 time/batch=0.72s
330/19499 (epoch 0.846) train_loss=324.19833374 time/batch=0.60s
331/19499 (epoch 0.849) train_loss=347.41229248 time/batch=0.64s
332/19499 (epoch 0.851) train_loss=422.70025635 time/batch=0.76s
333/19499 (epoch 0.854) train_loss=253.51617432 time/batch=0.51s
334/19499 (epoch 0.856) train_loss=459.84362793 time/batch=0.77s
335/19499 (epoch 0.859) train_loss=355.93368530 time/batch=0.68s
336/19499 (epoch 0.862) train_loss=264.37118530 time/batch=0.52s
337/19499 (epoch 0.864) train_loss=241.23583984 time/batch=0.46s
338/19499 (epoch 0.867) train_loss=496.89532471 time/batch=0.80s
339/19499 (epoch 0.869) train_loss=356.40972900 time/batch=0.70s
340/19499 (epoch 0.872) train_loss=337.06713867 time/batch=0.64s
341/19499 (epoch 0.874) train_loss=313.45098877 time/batch=0.59s
342/19499 (epoch 0.877) train_loss=366.58026123 time/batch=0.64s
343/19499 (epoch 0.880) train_loss=574.34631348 time/batch=0.94s
344/19499 (epoch 0.882) train_loss=447.11169434 time/batch=0.83s
345/19499 (epoch 0.885) train_loss=504.75524902 time/batch=0.86s
346/19499 (epoch 0.887) train_loss=540.50854492 time/batch=0.95s
347/19499 (epoch 0.890) train_loss=361.96148682 time/batch=0.73s
348/19499 (epoch 0.892) train_loss=300.89093018 time/batch=0.60s
349/19499 (epoch 0.895) train_loss=546.51892090 time/batch=0.89s
350/19499 (epoch 0.897) train_loss=332.01522827 time/batch=0.66s
351/19499 (epoch 0.900) train_loss=465.56393433 time/batch=0.81s
352/19499 (epoch 0.903) train_loss=362.97222900 time/batch=0.69s
353/19499 (epoch 0.905) train_loss=389.59017944 time/batch=0.68s
354/19499 (epoch 0.908) train_loss=475.62353516 time/batch=0.83s
355/19499 (epoch 0.910) train_loss=469.65618896 time/batch=0.86s
356/19499 (epoch 0.913) train_loss=362.36221313 time/batch=0.71s
357/19499 (epoch 0.915) train_loss=469.74407959 time/batch=0.85s
358/19499 (epoch 0.918) train_loss=343.31280518 time/batch=0.66s
359/19499 (epoch 0.921) train_loss=319.65447998 time/batch=0.60s
360/19499 (epoch 0.923) train_loss=449.76519775 time/batch=0.82s
361/19499 (epoch 0.926) train_loss=444.90423584 time/batch=0.83s
362/19499 (epoch 0.928) train_loss=513.57958984 time/batch=0.85s
363/19499 (epoch 0.931) train_loss=379.12109375 time/batch=0.72s
364/19499 (epoch 0.933) train_loss=368.17523193 time/batch=0.69s
365/19499 (epoch 0.936) train_loss=510.58673096 time/batch=0.87s
366/19499 (epoch 0.938) train_loss=401.12084961 time/batch=0.79s
367/19499 (epoch 0.941) train_loss=435.26470947 time/batch=0.79s
368/19499 (epoch 0.944) train_loss=437.37182617 time/batch=0.80s
369/19499 (epoch 0.946) train_loss=344.63452148 time/batch=0.66s
370/19499 (epoch 0.949) train_loss=340.10632324 time/batch=0.64s
371/19499 (epoch 0.951) train_loss=356.66506958 time/batch=0.67s
372/19499 (epoch 0.954) train_loss=416.23553467 time/batch=0.74s
373/19499 (epoch 0.956) train_loss=346.94311523 time/batch=0.66s
374/19499 (epoch 0.959) train_loss=328.02301025 time/batch=0.62s
375/19499 (epoch 0.962) train_loss=519.67706299 time/batch=0.84s
376/19499 (epoch 0.964) train_loss=435.67663574 time/batch=0.84s
377/19499 (epoch 0.967) train_loss=397.26327515 time/batch=0.78s
378/19499 (epoch 0.969) train_loss=433.45812988 time/batch=0.78s
379/19499 (epoch 0.972) train_loss=345.50622559 time/batch=0.64s
380/19499 (epoch 0.974) train_loss=343.14083862 time/batch=0.63s
381/19499 (epoch 0.977) train_loss=446.10510254 time/batch=0.78s
382/19499 (epoch 0.980) train_loss=533.38171387 time/batch=0.92s
383/19499 (epoch 0.982) train_loss=409.68615723 time/batch=0.85s
384/19499 (epoch 0.985) train_loss=515.97216797 time/batch=0.89s
385/19499 (epoch 0.987) train_loss=440.49517822 time/batch=0.91s
386/19499 (epoch 0.990) train_loss=331.85919189 time/batch=0.67s
387/19499 (epoch 0.992) train_loss=515.56884766 time/batch=0.86s
388/19499 (epoch 0.995) train_loss=329.65359497 time/batch=0.67s
389/19499 (epoch 0.997) train_loss=387.54150391 time/batch=0.89s
