vocabulary size: 226
n tunes: 26240
n train tunes: 24960.0
n validation tunes: 1280.0
45/19500 (epoch 0.115) train_loss=451.79351807 time/batch=1.08s
46/19500 (epoch 0.118) train_loss=249.96089172 time/batch=0.62s
47/19500 (epoch 0.121) train_loss=1134.74877930 time/batch=2.14s
48/19500 (epoch 0.123) train_loss=762.75738525 time/batch=1.70s
49/19500 (epoch 0.126) train_loss=829.95025635 time/batch=1.69s
50/19500 (epoch 0.128) train_loss=418.16131592 time/batch=1.01s
51/19500 (epoch 0.131) train_loss=224.64758301 time/batch=0.54s
52/19500 (epoch 0.133) train_loss=532.03289795 time/batch=1.03s
53/19500 (epoch 0.136) train_loss=909.48754883 time/batch=1.83s
54/19500 (epoch 0.138) train_loss=296.07885742 time/batch=0.86s
55/19500 (epoch 0.141) train_loss=877.06762695 time/batch=1.62s
56/19500 (epoch 0.144) train_loss=531.67755127 time/batch=1.21s
57/19500 (epoch 0.146) train_loss=480.82177734 time/batch=1.04s
58/19500 (epoch 0.149) train_loss=1355.14880371 time/batch=2.82s
59/19500 (epoch 0.151) train_loss=258.54693604 time/batch=0.95s
60/19500 (epoch 0.154) train_loss=890.54870605 time/batch=1.66s
61/19500 (epoch 0.156) train_loss=622.49987793 time/batch=1.39s
62/19500 (epoch 0.159) train_loss=431.43243408 time/batch=0.99s
63/19500 (epoch 0.162) train_loss=876.12451172 time/batch=1.73s
64/19500 (epoch 0.164) train_loss=272.59027100 time/batch=0.83s
65/19500 (epoch 0.167) train_loss=231.62500000 time/batch=0.53s
66/19500 (epoch 0.169) train_loss=825.35577393 time/batch=1.53s
67/19500 (epoch 0.172) train_loss=996.38208008 time/batch=2.05s
68/19500 (epoch 0.174) train_loss=409.32943726 time/batch=1.08s
69/19500 (epoch 0.177) train_loss=397.70333862 time/batch=0.88s
70/19500 (epoch 0.179) train_loss=586.85021973 time/batch=1.19s
71/19500 (epoch 0.182) train_loss=429.83294678 time/batch=1.01s
72/19500 (epoch 0.185) train_loss=687.93896484 time/batch=1.34s
73/19500 (epoch 0.187) train_loss=335.34744263 time/batch=0.86s
74/19500 (epoch 0.190) train_loss=836.09216309 time/batch=1.58s
75/19500 (epoch 0.192) train_loss=894.71875000 time/batch=1.88s
76/19500 (epoch 0.195) train_loss=1251.33569336 time/batch=2.49s
77/19500 (epoch 0.197) train_loss=225.93072510 time/batch=0.85s
78/19500 (epoch 0.200) train_loss=638.27905273 time/batch=1.21s
79/19500 (epoch 0.203) train_loss=391.58819580 time/batch=0.94s
80/19500 (epoch 0.205) train_loss=825.07971191 time/batch=1.63s
81/19500 (epoch 0.208) train_loss=733.91589355 time/batch=1.62s
82/19500 (epoch 0.210) train_loss=908.88635254 time/batch=1.92s
83/19500 (epoch 0.213) train_loss=174.81546021 time/batch=0.65s
84/19500 (epoch 0.215) train_loss=806.08215332 time/batch=1.50s
85/19500 (epoch 0.218) train_loss=789.23071289 time/batch=1.73s
86/19500 (epoch 0.221) train_loss=639.47326660 time/batch=1.41s
87/19500 (epoch 0.223) train_loss=435.01763916 time/batch=1.03s
88/19500 (epoch 0.226) train_loss=277.93652344 time/batch=0.68s
89/19500 (epoch 0.228) train_loss=320.77554321 time/batch=0.71s
90/19500 (epoch 0.231) train_loss=265.76217651 time/batch=0.63s
91/19500 (epoch 0.233) train_loss=397.58441162 time/batch=0.84s
92/19500 (epoch 0.236) train_loss=166.81805420 time/batch=0.48s
93/19500 (epoch 0.238) train_loss=225.76528931 time/batch=0.49s
94/19500 (epoch 0.241) train_loss=284.82397461 time/batch=0.62s
95/19500 (epoch 0.244) train_loss=357.70629883 time/batch=0.78s
96/19500 (epoch 0.246) train_loss=314.17797852 time/batch=0.71s
97/19500 (epoch 0.249) train_loss=338.99191284 time/batch=0.76s
98/19500 (epoch 0.251) train_loss=1168.14697266 time/batch=2.78s
99/19500 (epoch 0.254) train_loss=737.94390869 time/batch=1.79s
100/19500 (epoch 0.256) train_loss=221.98663330 time/batch=0.68s
101/19500 (epoch 0.259) train_loss=256.32180786 time/batch=0.56s
102/19500 (epoch 0.262) train_loss=615.82470703 time/batch=1.21s
103/19500 (epoch 0.264) train_loss=847.73034668 time/batch=1.72s
104/19500 (epoch 0.267) train_loss=555.59576416 time/batch=1.30s
105/19500 (epoch 0.269) train_loss=974.97332764 time/batch=1.93s
106/19500 (epoch 0.272) train_loss=638.83343506 time/batch=1.47s
107/19500 (epoch 0.274) train_loss=1062.89086914 time/batch=2.11s
108/19500 (epoch 0.277) train_loss=330.98150635 time/batch=0.96s
109/19500 (epoch 0.279) train_loss=745.14050293 time/batch=1.46s
110/19500 (epoch 0.282) train_loss=276.04144287 time/batch=0.79s
111/19500 (epoch 0.285) train_loss=631.75610352 time/batch=1.24s
112/19500 (epoch 0.287) train_loss=286.87033081 time/batch=0.75s
113/19500 (epoch 0.290) train_loss=573.00958252 time/batch=1.13s
114/19500 (epoch 0.292) train_loss=926.59558105 time/batch=1.90s
115/19500 (epoch 0.295) train_loss=670.79833984 time/batch=1.53s
116/19500 (epoch 0.297) train_loss=345.13809204 time/batch=0.89s
117/19500 (epoch 0.300) train_loss=479.02429199 time/batch=1.00s
118/19500 (epoch 0.303) train_loss=339.68768311 time/batch=0.82s
119/19500 (epoch 0.305) train_loss=214.54005432 time/batch=0.56s
120/19500 (epoch 0.308) train_loss=329.28057861 time/batch=0.71s
121/19500 (epoch 0.310) train_loss=449.60238647 time/batch=0.97s
122/19500 (epoch 0.313) train_loss=614.20910645 time/batch=1.26s
123/19500 (epoch 0.315) train_loss=469.69680786 time/batch=1.07s
124/19500 (epoch 0.318) train_loss=303.13415527 time/batch=0.72s
125/19500 (epoch 0.321) train_loss=425.40359497 time/batch=0.88s
126/19500 (epoch 0.323) train_loss=969.78869629 time/batch=2.03s
127/19500 (epoch 0.326) train_loss=440.92654419 time/batch=1.20s
128/19500 (epoch 0.328) train_loss=641.13311768 time/batch=1.36s
129/19500 (epoch 0.331) train_loss=509.87335205 time/batch=1.16s
130/19500 (epoch 0.333) train_loss=482.30502319 time/batch=1.07s
131/19500 (epoch 0.336) train_loss=497.52328491 time/batch=1.09s
132/19500 (epoch 0.338) train_loss=628.58630371 time/batch=1.33s
133/19500 (epoch 0.341) train_loss=378.66162109 time/batch=0.93s
134/19500 (epoch 0.344) train_loss=550.64837646 time/batch=1.16s
135/19500 (epoch 0.346) train_loss=432.31570435 time/batch=1.03s
136/19500 (epoch 0.349) train_loss=458.74060059 time/batch=1.02s
137/19500 (epoch 0.351) train_loss=273.38946533 time/batch=0.67s
138/19500 (epoch 0.354) train_loss=300.52947998 time/batch=0.66s
139/19500 (epoch 0.356) train_loss=384.84075928 time/batch=0.81s
140/19500 (epoch 0.359) train_loss=225.04646301 time/batch=0.58s
141/19500 (epoch 0.362) train_loss=323.38555908 time/batch=0.71s
142/19500 (epoch 0.364) train_loss=383.20361328 time/batch=0.85s
143/19500 (epoch 0.367) train_loss=556.74328613 time/batch=1.14s
144/19500 (epoch 0.369) train_loss=509.63641357 time/batch=1.12s
145/19500 (epoch 0.372) train_loss=253.61579895 time/batch=0.66s
146/19500 (epoch 0.374) train_loss=860.52478027 time/batch=1.61s
147/19500 (epoch 0.377) train_loss=659.18548584 time/batch=1.46s
148/19500 (epoch 0.379) train_loss=503.87585449 time/batch=1.16s
149/19500 (epoch 0.382) train_loss=663.79449463 time/batch=1.35s
150/19500 (epoch 0.385) train_loss=433.46057129 time/batch=1.02s
151/19500 (epoch 0.387) train_loss=238.44973755 time/batch=0.62s
152/19500 (epoch 0.390) train_loss=417.19683838 time/batch=0.85s
153/19500 (epoch 0.392) train_loss=645.84283447 time/batch=1.30s
154/19500 (epoch 0.395) train_loss=337.92077637 time/batch=0.86s
155/19500 (epoch 0.397) train_loss=596.04260254 time/batch=1.19s
156/19500 (epoch 0.400) train_loss=204.80456543 time/batch=0.60s
157/19500 (epoch 0.403) train_loss=773.04119873 time/batch=1.44s
158/19500 (epoch 0.405) train_loss=386.00860596 time/batch=0.97s
159/19500 (epoch 0.408) train_loss=601.53735352 time/batch=1.21s
160/19500 (epoch 0.410) train_loss=720.11224365 time/batch=1.53s
161/19500 (epoch 0.413) train_loss=386.66012573 time/batch=0.97s
162/19500 (epoch 0.415) train_loss=177.51464844 time/batch=0.49s
163/19500 (epoch 0.418) train_loss=288.53051758 time/batch=0.61s
164/19500 (epoch 0.421) train_loss=361.37561035 time/batch=0.79s
165/19500 (epoch 0.423) train_loss=404.56137085 time/batch=0.89s
166/19500 (epoch 0.426) train_loss=169.68721008 time/batch=0.48s
167/19500 (epoch 0.428) train_loss=710.66064453 time/batch=1.33s
168/19500 (epoch 0.431) train_loss=542.40307617 time/batch=1.24s
169/19500 (epoch 0.433) train_loss=494.71130371 time/batch=1.09s
170/19500 (epoch 0.436) train_loss=289.53948975 time/batch=0.73s
171/19500 (epoch 0.438) train_loss=669.67724609 time/batch=1.33s
172/19500 (epoch 0.441) train_loss=685.35449219 time/batch=1.50s
173/19500 (epoch 0.444) train_loss=593.94189453 time/batch=1.32s
174/19500 (epoch 0.446) train_loss=762.54858398 time/batch=1.57s
175/19500 (epoch 0.449) train_loss=218.80044556 time/batch=0.69s
176/19500 (epoch 0.451) train_loss=902.02716064 time/batch=1.71s
177/19500 (epoch 0.454) train_loss=667.80065918 time/batch=1.54s
178/19500 (epoch 0.456) train_loss=546.47314453 time/batch=1.23s
179/19500 (epoch 0.459) train_loss=716.89477539 time/batch=1.45s
180/19500 (epoch 0.462) train_loss=612.53320312 time/batch=1.39s
181/19500 (epoch 0.464) train_loss=598.54235840 time/batch=1.29s
182/19500 (epoch 0.467) train_loss=611.98022461 time/batch=1.30s
183/19500 (epoch 0.469) train_loss=259.81713867 time/batch=0.71s
184/19500 (epoch 0.472) train_loss=357.64788818 time/batch=0.76s
185/19500 (epoch 0.474) train_loss=441.74780273 time/batch=0.98s
186/19500 (epoch 0.477) train_loss=184.56109619 time/batch=0.52s
187/19500 (epoch 0.479) train_loss=323.61077881 time/batch=0.63s
188/19500 (epoch 0.482) train_loss=883.98590088 time/batch=1.72s
189/19500 (epoch 0.485) train_loss=265.99713135 time/batch=0.79s
190/19500 (epoch 0.487) train_loss=340.59530640 time/batch=0.74s
191/19500 (epoch 0.490) train_loss=588.21582031 time/batch=1.13s
192/19500 (epoch 0.492) train_loss=324.90945435 time/batch=0.79s
193/19500 (epoch 0.495) train_loss=455.13061523 time/batch=0.95s
194/19500 (epoch 0.497) train_loss=418.33328247 time/batch=0.95s
195/19500 (epoch 0.500) train_loss=415.44049072 time/batch=0.92s
196/19500 (epoch 0.503) train_loss=477.28298950 time/batch=1.05s
197/19500 (epoch 0.505) train_loss=702.36669922 time/batch=1.44s
198/19500 (epoch 0.508) train_loss=558.29479980 time/batch=1.27s
199/19500 (epoch 0.510) train_loss=526.03088379 time/batch=1.15s
200/19500 (epoch 0.513) train_loss=422.50164795 time/batch=1.00s
201/19500 (epoch 0.515) train_loss=252.47874451 time/batch=0.62s
202/19500 (epoch 0.518) train_loss=224.01351929 time/batch=0.52s
203/19500 (epoch 0.521) train_loss=244.41844177 time/batch=0.56s
204/19500 (epoch 0.523) train_loss=331.06915283 time/batch=0.72s
205/19500 (epoch 0.526) train_loss=311.19885254 time/batch=0.72s
206/19500 (epoch 0.528) train_loss=593.02941895 time/batch=1.18s
207/19500 (epoch 0.531) train_loss=528.06823730 time/batch=1.16s
208/19500 (epoch 0.533) train_loss=374.65313721 time/batch=0.89s
209/19500 (epoch 0.536) train_loss=483.98132324 time/batch=1.03s
210/19500 (epoch 0.538) train_loss=496.72613525 time/batch=1.09s
211/19500 (epoch 0.541) train_loss=449.19042969 time/batch=1.03s
212/19500 (epoch 0.544) train_loss=647.75793457 time/batch=1.32s
213/19500 (epoch 0.546) train_loss=298.88336182 time/batch=0.79s
214/19500 (epoch 0.549) train_loss=498.35671997 time/batch=1.01s
215/19500 (epoch 0.551) train_loss=546.05761719 time/batch=1.16s
216/19500 (epoch 0.554) train_loss=359.48834229 time/batch=0.89s
217/19500 (epoch 0.556) train_loss=292.46063232 time/batch=0.68s
218/19500 (epoch 0.559) train_loss=383.26370239 time/batch=0.83s
219/19500 (epoch 0.562) train_loss=490.05090332 time/batch=1.06s
220/19500 (epoch 0.564) train_loss=477.61651611 time/batch=1.05s
221/19500 (epoch 0.567) train_loss=488.99822998 time/batch=1.06s
222/19500 (epoch 0.569) train_loss=613.53613281 time/batch=1.28s
223/19500 (epoch 0.572) train_loss=346.72467041 time/batch=0.88s
224/19500 (epoch 0.574) train_loss=230.81094360 time/batch=0.59s
225/19500 (epoch 0.577) train_loss=677.25299072 time/batch=1.33s
226/19500 (epoch 0.579) train_loss=589.46661377 time/batch=1.29s
227/19500 (epoch 0.582) train_loss=527.92321777 time/batch=1.17s
228/19500 (epoch 0.585) train_loss=436.79302979 time/batch=1.01s
229/19500 (epoch 0.587) train_loss=358.78741455 time/batch=0.83s
230/19500 (epoch 0.590) train_loss=277.39654541 time/batch=0.67s
231/19500 (epoch 0.592) train_loss=583.90100098 time/batch=1.16s
232/19500 (epoch 0.595) train_loss=645.16479492 time/batch=1.36s
233/19500 (epoch 0.597) train_loss=502.64218140 time/batch=1.14s
234/19500 (epoch 0.600) train_loss=362.03622437 time/batch=0.86s
235/19500 (epoch 0.603) train_loss=414.35327148 time/batch=0.92s
236/19500 (epoch 0.605) train_loss=557.43585205 time/batch=1.17s
237/19500 (epoch 0.608) train_loss=309.37170410 time/batch=0.78s
238/19500 (epoch 0.610) train_loss=442.85537720 time/batch=0.95s
239/19500 (epoch 0.613) train_loss=246.46862793 time/batch=0.64s
240/19500 (epoch 0.615) train_loss=402.79583740 time/batch=0.85s
241/19500 (epoch 0.618) train_loss=536.67639160 time/batch=1.13s
242/19500 (epoch 0.621) train_loss=368.19268799 time/batch=0.90s
243/19500 (epoch 0.623) train_loss=358.26916504 time/batch=0.84s
244/19500 (epoch 0.626) train_loss=660.83984375 time/batch=1.33s
245/19500 (epoch 0.628) train_loss=358.29687500 time/batch=0.90s
246/19500 (epoch 0.631) train_loss=181.11311340 time/batch=0.49s
247/19500 (epoch 0.633) train_loss=642.95764160 time/batch=1.22s
248/19500 (epoch 0.636) train_loss=354.06896973 time/batch=0.89s
249/19500 (epoch 0.638) train_loss=422.69305420 time/batch=0.92s
250/19500 (epoch 0.641) train_loss=759.28479004 time/batch=1.52s
251/19500 (epoch 0.644) train_loss=666.42346191 time/batch=1.45s
252/19500 (epoch 0.646) train_loss=509.84912109 time/batch=1.18s
253/19500 (epoch 0.649) train_loss=689.63085938 time/batch=1.45s
254/19500 (epoch 0.651) train_loss=329.87530518 time/batch=0.86s
255/19500 (epoch 0.654) train_loss=368.73062134 time/batch=0.81s
256/19500 (epoch 0.656) train_loss=337.39019775 time/batch=0.79s
257/19500 (epoch 0.659) train_loss=314.22045898 time/batch=0.72s
258/19500 (epoch 0.662) train_loss=409.28997803 time/batch=0.87s
259/19500 (epoch 0.664) train_loss=247.60578918 time/batch=0.62s
260/19500 (epoch 0.667) train_loss=672.48297119 time/batch=1.32s
261/19500 (epoch 0.669) train_loss=399.20025635 time/batch=0.97s
262/19500 (epoch 0.672) train_loss=340.87457275 time/batch=0.79s
263/19500 (epoch 0.674) train_loss=518.07678223 time/batch=1.07s
264/19500 (epoch 0.677) train_loss=666.10113525 time/batch=1.43s
265/19500 (epoch 0.679) train_loss=344.72772217 time/batch=0.91s
266/19500 (epoch 0.682) train_loss=462.83770752 time/batch=1.00s
267/19500 (epoch 0.685) train_loss=690.51391602 time/batch=1.46s
268/19500 (epoch 0.687) train_loss=497.96136475 time/batch=1.14s
269/19500 (epoch 0.690) train_loss=638.22302246 time/batch=1.38s
270/19500 (epoch 0.692) train_loss=346.25640869 time/batch=0.90s
271/19500 (epoch 0.695) train_loss=424.12963867 time/batch=0.92s
272/19500 (epoch 0.697) train_loss=430.76513672 time/batch=0.97s
273/19500 (epoch 0.700) train_loss=370.78021240 time/batch=0.86s
274/19500 (epoch 0.703) train_loss=519.19982910 time/batch=1.08s
275/19500 (epoch 0.705) train_loss=480.62265015 time/batch=1.05s
276/19500 (epoch 0.708) train_loss=716.24261475 time/batch=1.76s
277/19500 (epoch 0.710) train_loss=339.65612793 time/batch=0.95s
278/19500 (epoch 0.713) train_loss=371.10791016 time/batch=0.83s
279/19500 (epoch 0.715) train_loss=219.66024780 time/batch=0.62s
280/19500 (epoch 0.718) train_loss=391.86920166 time/batch=0.82s
281/19500 (epoch 0.721) train_loss=509.02020264 time/batch=1.08s
282/19500 (epoch 0.723) train_loss=405.13311768 time/batch=0.95s
283/19500 (epoch 0.726) train_loss=435.48913574 time/batch=1.00s
284/19500 (epoch 0.728) train_loss=567.16821289 time/batch=1.19s
285/19500 (epoch 0.731) train_loss=408.83276367 time/batch=0.96s
286/19500 (epoch 0.733) train_loss=485.38323975 time/batch=1.04s
287/19500 (epoch 0.736) train_loss=534.89068604 time/batch=1.15s
288/19500 (epoch 0.738) train_loss=431.59225464 time/batch=1.02s
289/19500 (epoch 0.741) train_loss=324.86904907 time/batch=0.78s
290/19500 (epoch 0.744) train_loss=391.25054932 time/batch=0.86s
291/19500 (epoch 0.746) train_loss=527.09332275 time/batch=1.13s
292/19500 (epoch 0.749) train_loss=371.82711792 time/batch=0.90s
293/19500 (epoch 0.751) train_loss=515.71411133 time/batch=1.10s
294/19500 (epoch 0.754) train_loss=501.86639404 time/batch=1.08s
295/19500 (epoch 0.756) train_loss=512.71789551 time/batch=1.10s
296/19500 (epoch 0.759) train_loss=423.41860962 time/batch=0.96s
297/19500 (epoch 0.762) train_loss=329.96109009 time/batch=0.77s
298/19500 (epoch 0.764) train_loss=428.84277344 time/batch=0.94s
299/19500 (epoch 0.767) train_loss=312.95098877 time/batch=0.76s
300/19500 (epoch 0.769) train_loss=270.15823364 time/batch=0.65s
301/19500 (epoch 0.772) train_loss=423.51370239 time/batch=0.92s
302/19500 (epoch 0.774) train_loss=417.16397095 time/batch=0.95s
303/19500 (epoch 0.777) train_loss=514.62414551 time/batch=1.09s
304/19500 (epoch 0.779) train_loss=364.53128052 time/batch=0.87s
305/19500 (epoch 0.782) train_loss=198.88366699 time/batch=0.62s
306/19500 (epoch 0.785) train_loss=502.37942505 time/batch=1.03s
307/19500 (epoch 0.787) train_loss=567.93267822 time/batch=1.22s
308/19500 (epoch 0.790) train_loss=350.74908447 time/batch=0.86s
309/19500 (epoch 0.792) train_loss=316.17260742 time/batch=0.74s
310/19500 (epoch 0.795) train_loss=347.70596313 time/batch=0.78s
311/19500 (epoch 0.797) train_loss=434.21667480 time/batch=0.93s
312/19500 (epoch 0.800) train_loss=292.91296387 time/batch=0.73s
313/19500 (epoch 0.803) train_loss=346.33374023 time/batch=0.78s
314/19500 (epoch 0.805) train_loss=317.71978760 time/batch=0.74s
315/19500 (epoch 0.808) train_loss=468.02093506 time/batch=0.98s
316/19500 (epoch 0.810) train_loss=281.20867920 time/batch=0.74s
317/19500 (epoch 0.813) train_loss=431.37158203 time/batch=0.93s
318/19500 (epoch 0.815) train_loss=443.93298340 time/batch=1.02s
319/19500 (epoch 0.818) train_loss=341.79425049 time/batch=0.82s
320/19500 (epoch 0.821) train_loss=326.36575317 time/batch=0.75s
321/19500 (epoch 0.823) train_loss=425.18997192 time/batch=0.95s
322/19500 (epoch 0.826) train_loss=307.96496582 time/batch=0.76s
323/19500 (epoch 0.828) train_loss=336.45361328 time/batch=0.77s
324/19500 (epoch 0.831) train_loss=664.75738525 time/batch=1.33s
325/19500 (epoch 0.833) train_loss=510.97698975 time/batch=1.15s
326/19500 (epoch 0.836) train_loss=424.36749268 time/batch=0.99s
327/19500 (epoch 0.838) train_loss=508.67974854 time/batch=1.09s
328/19500 (epoch 0.841) train_loss=478.65603638 time/batch=1.07s
329/19500 (epoch 0.844) train_loss=342.70126343 time/batch=0.85s
330/19500 (epoch 0.846) train_loss=542.97607422 time/batch=1.10s
331/19500 (epoch 0.849) train_loss=253.02014160 time/batch=0.68s
332/19500 (epoch 0.851) train_loss=576.20910645 time/batch=1.33s
333/19500 (epoch 0.854) train_loss=482.45434570 time/batch=1.14s
334/19500 (epoch 0.856) train_loss=540.32208252 time/batch=1.17s
335/19500 (epoch 0.859) train_loss=362.98577881 time/batch=0.89s
336/19500 (epoch 0.862) train_loss=438.20858765 time/batch=0.97s
337/19500 (epoch 0.864) train_loss=334.72186279 time/batch=0.82s
338/19500 (epoch 0.867) train_loss=519.43762207 time/batch=1.07s
339/19500 (epoch 0.869) train_loss=328.04824829 time/batch=0.82s
340/19500 (epoch 0.872) train_loss=505.16784668 time/batch=1.08s
341/19500 (epoch 0.874) train_loss=462.76196289 time/batch=1.07s
342/19500 (epoch 0.877) train_loss=396.05630493 time/batch=0.92s
343/19500 (epoch 0.879) train_loss=344.75369263 time/batch=0.79s
344/19500 (epoch 0.882) train_loss=466.41870117 time/batch=0.99s
345/19500 (epoch 0.885) train_loss=334.50848389 time/batch=0.82s
346/19500 (epoch 0.887) train_loss=468.14224243 time/batch=1.00s
347/19500 (epoch 0.890) train_loss=420.21826172 time/batch=0.95s
348/19500 (epoch 0.892) train_loss=329.27349854 time/batch=0.79s
349/19500 (epoch 0.895) train_loss=320.58129883 time/batch=0.76s
350/19500 (epoch 0.897) train_loss=333.27597046 time/batch=0.76s
351/19500 (epoch 0.900) train_loss=335.38052368 time/batch=0.78s
352/19500 (epoch 0.903) train_loss=427.08703613 time/batch=0.97s
353/19500 (epoch 0.905) train_loss=420.46313477 time/batch=0.97s
354/19500 (epoch 0.908) train_loss=493.06079102 time/batch=1.07s
355/19500 (epoch 0.910) train_loss=359.99725342 time/batch=0.88s
356/19500 (epoch 0.913) train_loss=403.26519775 time/batch=0.92s
357/19500 (epoch 0.915) train_loss=527.29840088 time/batch=1.12s
358/19500 (epoch 0.918) train_loss=321.72262573 time/batch=0.83s
359/19500 (epoch 0.921) train_loss=315.38619995 time/batch=0.72s
360/19500 (epoch 0.923) train_loss=422.71575928 time/batch=0.92s
361/19500 (epoch 0.926) train_loss=435.09353638 time/batch=0.98s
362/19500 (epoch 0.928) train_loss=384.51641846 time/batch=0.88s
363/19500 (epoch 0.931) train_loss=445.27981567 time/batch=0.98s
364/19500 (epoch 0.933) train_loss=541.09594727 time/batch=1.13s
365/19500 (epoch 0.936) train_loss=471.56384277 time/batch=1.06s
366/19500 (epoch 0.938) train_loss=345.79437256 time/batch=0.83s
367/19500 (epoch 0.941) train_loss=339.73040771 time/batch=0.82s
368/19500 (epoch 0.944) train_loss=438.63830566 time/batch=0.97s
369/19500 (epoch 0.946) train_loss=323.54928589 time/batch=0.81s
370/19500 (epoch 0.949) train_loss=396.13061523 time/batch=0.87s
371/19500 (epoch 0.951) train_loss=320.89465332 time/batch=0.77s
372/19500 (epoch 0.954) train_loss=515.23352051 time/batch=1.08s
373/19500 (epoch 0.956) train_loss=531.38592529 time/batch=1.18s
374/19500 (epoch 0.959) train_loss=407.06500244 time/batch=1.02s
375/19500 (epoch 0.962) train_loss=356.43460083 time/batch=0.85s
376/19500 (epoch 0.964) train_loss=327.89227295 time/batch=0.76s
377/19500 (epoch 0.967) train_loss=283.53558350 time/batch=0.77s
378/19500 (epoch 0.969) train_loss=500.71868896 time/batch=1.03s
379/19500 (epoch 0.972) train_loss=422.28799438 time/batch=1.00s
380/19500 (epoch 0.974) train_loss=425.37976074 time/batch=0.98s
381/19500 (epoch 0.977) train_loss=435.26980591 time/batch=1.00s
382/19500 (epoch 0.979) train_loss=444.64855957 time/batch=1.00s
383/19500 (epoch 0.982) train_loss=431.43423462 time/batch=0.98s
384/19500 (epoch 0.985) train_loss=428.46343994 time/batch=1.00s
385/19500 (epoch 0.987) train_loss=498.78057861 time/batch=1.11s
386/19500 (epoch 0.990) train_loss=448.34640503 time/batch=1.04s
387/19500 (epoch 0.992) train_loss=438.21563721 time/batch=1.02s
388/19500 (epoch 0.995) train_loss=456.90972900 time/batch=1.02s
389/19500 (epoch 0.997) train_loss=436.13076782 time/batch=1.01s
